name,chinese,english
video_0006_0003,在这没人惯着你们。,No one spoils you here.
video_0006_0004,"现在是关键时刻，大家要团结嘛,啊！","Now is a critical moment, everyone needs to unite, ah!"
video_0006_0005,能力强，责任就大,Strong ability comes with great responsibility.
video_0006_0006,一个人走，我实在是不放心,I am really worried when someone walks alone.
video_0006_0007,你不尝试怎么知道是真的？,How do you know it's true if you don't try?
video_0006_0008,我在你这儿不就一直就是个笑话吗,Am I just a joke to you?
video_0006_0009,以后有哥的肉吃，绝对有你的汤喝,"In the future, when there is meat for my brother to eat, there will definitely be soup for you to drink."
video_0006_0010,你哪来那么多鱼呀,Where did you get so many fish?
video_0006_0011,我们发现了一个好地方，那叫要什么有什么。,"We found a great place, it's called ""have whatever you want""."
video_0006_0012,现在想过来了啊，是不太晚了。,"Now I want to come over, is it too late?"
video_0006_0013,大家觉得我这地方怎么样啊？有点意思吗？,What do you guys think of this place? Is it interesting?:
video_0006_0014,这又向前跨了一大步。,This is another big step forward.
video_0006_0015,这什么乱七八糟，你弄一个扑克牌在这糊弄鬼呢你？,"What a mess, why are you playing tricks with a playing card here?"
video_0006_0016,你给三十我们都不会,"You give us thirty, we won't be able to."
video_0006_0017,燕雀安知鸿鹄之志哉,How can sparrows and swallows understand the aspirations of eagles and geese?
video_0006_0018,你，你这不是放高利贷吗,"You, aren't you lending money at high interest rates?"
video_0006_0019,就不讲理了呗,"Just unreasonable, right?"
video_0006_0020,哎，讲什么理吧，规矩是我定的。,"Hey, what's the point of talking about principles? I set the rules."
video_0006_0021,我不一直是你的二货小跟班嘛？,Am I not always your silly little sidekick?
video_0006_0022,你为什么这么对我,Why are you treating me like this?
video_0007_0001,这么重要的时候，我怎么能不来啊？,How can I not come at such an important time?
video_0007_0002,还记得今天是什么日子吗？,Do you remember what day it is today?
video_0007_0003,你有病吧你。,"You are sick, aren't you?"
video_0007_0004,别在这占着茅坑不拉屎,Don't occupy the toilet without defecating.
video_0007_0005,今天是姐人生中最倒霉的一天。,Today is the unluckiest day of my sister's life.
video_0007_0006,要是你能多来看我几次，可能会好一点。,"If you could come to see me more often, it might be better."
video_0007_0007,根本不是你们想的那样。,It's not at all what you think.
video_0007_0008,都能让你开心的不得了。,It can make you extremely happy.
video_0007_0009,你吃面能不能小点声啊,Can you eat noodles more quietly?
video_0007_0010,我是你女儿的朋友，她生病了。,"I am a friend of your daughter, she is sick."
video_0007_0011,穿衣服的时候别为了臭美老是穿那么少。,Don't always wear so little just to show off when dressing up.
video_0007_0012,就算拼，也不拼给你这种既无耻又混蛋的老板。,"Even if I work hard, I won't work for a shameless and bastard boss like you."
video_0008_0001,你的小金鱼有那么重要吗,Is your goldfish so important?
video_0008_0002,100多里，你赶个屁。,"Over 100 miles, you're rushing for nothing."
video_0008_0003,大夫说了，要不做手术，她一年都活不过,"The doctor said that if she doesn't have surgery, she won't live for a year."
video_0008_0004,今天我想当面跟你说。,Today I want to talk to you face to face.
video_0008_0005,我想看看你今天晚上有没有安排？,I want to see if you have any plans tonight.
video_0008_0006,要不这样吧，让给我们家做年夜饭的酒店给你们送。,"How about this, let the hotel that prepares our New Year's Eve dinner deliver it to you."
video_0008_0007,回家看电视去了。,Went home to watch TV.
video_0008_0008,照顾我生意啊,Take care of my business.
video_0008_0009,生意生意，你就知道生意。,"Business, business, you only know business."
video_0008_0010,我也不会跟你说下不为例。,I won't tell you this as an exception either.
video_0008_0011,花多少钱我都可以的啦。,I can afford any amount of money.
video_0008_0012,该问的也都问了，我们家已经通知监狱了。,"We have asked all the questions we needed to ask, and we have already informed the prison."
video_0009_0001,姐姐这靴子真是好看。,"My sister, these boots are really beautiful."
video_0009_0002,妹妹不敢有任何非分之想。,My sister dare not have any improper thoughts.
video_0009_0003,以后好好相处便是。,We should get along well in the future.
video_0009_0004,我怀疑有眼线，不安全。,"I suspect there is a mole, it's not safe."
video_0009_0005,已经安排他进了高家的赌场。,He has been arranged to enter the Gao family's casino.
video_0009_0006,我今天赢回了这么多金瓜子，你怎么不高兴啊？,"I won so many gold melon seeds today, why aren't you happy?"
video_0009_0007,恐怕赵良娣未必与太子妃同心。,I'm afraid Zhao Liangdi may not be in sync with the Crown Princess.
video_0009_0008,你也觉得奇怪啊，我刚才也觉得奇怪。,"It's strange, isn't it? I also thought it was strange just now."
video_0009_0009,赵良娣之前因为旭娘的事情与太子殿下狠狠地闹了一场。,Zhao Liangdi had a big fight with the Crown Prince before because of Xuniang's matter. :
video_0009_0010,是赵良娣去了承恩殿，待了有小半日。,Zhao Liangdi went to Cheng'en Hall and stayed for nearly half a day.
video_0009_0011,别跟永娘说，我问了话，下去吧。,"Please don't tell Yongniang, I asked a question, go down."
video_0009_0012,但是他手脚不利索，偷听了两次就被我的人发现了。,"However, he is not dexterous, and he was caught by my people after eavesdropping twice."
video_0009_0013,不论发现什么，我们都要装作不知道。,"No matter what we discover, we must pretend not to know."
video_0009_0014,我意已决，你不用再劝我。,"I have made up my mind, you don't need to persuade me anymore."
video_0009_0015,只有活着才有机会去弥补一切。,Only by being alive can we have the opportunity to make up for everything.
video_0009_0016,我不是担心你嘛，就过来看看。,"I'm not worried about you, just come and take a look."
video_0009_0017,他是一个神仙一般的人。,He is a fairy-like person.
video_0009_0018,我要看看这个神仙一样的人，是不是真的配得上我的明月姐姐,"I want to see if this god-like person is really worthy of my sister, Mingyue."
video_0009_0019,来什么来，老子偏不信这个邪,"What's coming, I don't believe in this evil."
video_0009_0020,今日天气好，瑟瑟就想到姐姐这里来坐。,"Today's weather is good, so I thought of coming to my sister's place."
video_0009_0021,没有，我就穿上这身衣服试试。,"No, I'll just put on this outfit and give it a try."
video_0009_0022,是我自小随身携带的香，啊，太子殿下，也喜欢这个味道呢。,"It is a fragrance that I have carried with me since I was a child. Ah, Your Highness, you also like this scent."
video_0009_0023,你好端端的来这干嘛？他有没有为难你啊,Why did you come here all of a sudden? Did he give you a hard time?
video_0009_0024,你这话什么意思啊，我为什么要为难她,What do you mean by that? Why should I make things difficult for her?
video_0009_0025,所以我就成了横在他和赵良娣之间最讨厌的人,So I became the most hated person standing between him and Zhao Liangdi.
video_0009_0026,可是我越想西洲，就越讨厌冷冷清清的东宫,"But the more I think about Xizhou, the more I dislike the desolate Donggong."
video_0009_0027,该用张参来离间高相和皇后,It is necessary to use Zhang Can to sow discord between Gao Xiang and the queen.
video_0009_0028,你们等着，给我等着,"You guys wait, wait for me."
video_0009_0029,哪个王八蛋，敢动老子地盘？,Which bastard dares to touch my territory?
video_0009_0030,那妾身现在就召人准备茶,I will now summon someone to prepare tea.
video_0009_0031,你怎么能在陛下面前如此失礼？,How can you be so rude in front of His Majesty?
video_0009_0032,衙门却草草掩尸结案，衙门不肯秉公办理啊,"The yamen hastily covered up the body and closed the case, refusing to handle it impartially."
video_0009_0033,儿臣理应为朝政、为父皇分忧。,The child should assist in the affairs of the court and share the worries of the emperor.
video_0009_0034,我也是没有办法才把他带到这里来的。,I had no choice but to bring him here.
video_0009_0035,到底是谁给朕唱的这一出好戏？,Who on earth sang this good show for us?
video_0009_0036,确实很可疑，那此事更要继续查。,"It is indeed very suspicious, so this matter needs to be further investigated."
video_0009_0037,我到现在都没找到一个合适的人选。,I still haven't found a suitable candidate.
video_0009_0038,赵士玄是你娘家人，让他协理也是理所应当的,"Zhao Shixuan is your relative from your mother's side, so it is only natural to ask him for assistance."
video_0009_0039,高震如此行事，必有猫腻,Gao Zhen must have ulterior motives for acting like this.
video_0009_0040,高震这个混账王八蛋就一定大事化小，小事化了了。,"Gao Zhen, this bastard, always tries to make a big deal out of nothing and trivialize important matters."
video_0009_0041,你让我唱就唱啊。,"You want me to sing, so I'll sing."
video_0009_0042,我只会唱这一首。,I can only sing this one song.
video_0010_0001,我爸你还不知道，他就那样，对不对,"My dad, you still don't know, he's just like that, right?"
video_0010_0002,他比较自私，你知道吧，我妈，我妈不是以为你走了吗？,"He is quite selfish, you know. My mom, my mom thought you had left, didn't she?"
video_0010_0003,我是说磊儿县城来的，对北京不了解啊，我怕他在学校闹什么笑话你们同学到时候笑他,"I am from Leier County, and I am not familiar with Beijing. I am afraid that he will cause some jokes at school and your classmates will laugh at him."
video_0010_0004,才好了一天又不回家了，也不跟他们说一声，让咱们在家里干着急，你看。,"Just when things got better for a day, you didn't come home again, and you didn't even tell them, leaving us worried at home. Look at you."
video_0010_0005,方一凡俩人还聊的欢声笑语的，行，哥儿俩处的不错，挺好。,"Fang Yifan and the other person were chatting happily, okay, the two brothers get along well, it's pretty good."
video_0010_0006,我怕磊儿自卑，又到了一个陌生的环境，还要看别人脸色。,"I'm afraid that Leier is feeling inferior, and now he is in a unfamiliar environment, and he has to constantly worry about others' opinions."
video_0010_0007,这个混小子，让他别回来了，就住他舅舅的车场里，这个家呀容不下他。,"This troublemaker, tell him not to come back, just stay in his uncle's car park. This family can't accommodate him."
video_0010_0008,我一定不辜负你的期望，好好学习，好好努力，要考一个好的大学。,"I will definitely not let you down, study hard, work hard, and strive to get into a good university."
video_0010_0009,"妈妈，其实我，我,我想你了。","Mom, actually, I, I, I miss you."
video_0010_0010,这不是早上起来头脑清楚嘛，我就跑了个步，再做个听力。,Isn't it clear-headed when waking up in the morning? I just went for a run and then did some listening exercises.
video_0010_0011,年轻的时候，我就是想先把业立起来，踏踏实实地为老百姓做点事。,"When I was young, I just wanted to establish my career first and do something practical for the ordinary people."
video_0010_0012,哎，我跟你说那就是陈奇怪太弱了。,"Hey, let me tell you, Chen is just too weak."
video_0010_0013,林磊儿，我表弟，学霸一枚,"Lin Lei, my cousin, a straight-A student."
video_0010_0014,我希望你们都提起精神来给我好好考。,I hope all of you can raise your spirits and give me a good exam.
video_0010_0015,50分一下就没了，你好歹写俩字啊,"If it's less than 50 points, it's gone. At least write two words."
video_0010_0016,我们想接触接触洋洋的兴趣爱好，以后也好跟他沟通。,"We want to get in touch with Yangyang's interests, so that we can communicate with him in the future."
video_0010_0017,我觉得这个想法不错，提议也不赖。,"I think this idea is good, and the proposal is not bad either."
video_0010_0018,我哪点搞不定了？她胡说什么呢？,What can't I figure out? What is she talking nonsense about?
video_0010_0019,没本事的人才这么干呢。,People without abilities can only do this.
video_0010_0020,无不无聊啊，你先保护好你自己吧。,Is it boring? You should protect yourself first.
video_0010_0021,你们这里有一大半的人都考不上一本。,Half of the people here cannot pass the national college entrance examination.
video_0010_0022,同学们在这，有同学们陪我，我肯定不走。,"The students are here, there are students accompanying me, I definitely won't leave."
video_0010_0023,我吧，以前也是这个春风中学的老师。,I used to be a teacher at this Chunfeng Middle School.
video_0010_0024,真的，你看你这个流氓样子。,"Seriously, look at yourself, you look like a hooligan."
video_0010_0025,能有毒吗，我能害我自己闺女吗,Can it be poisonous? Can I harm my own daughter?
video_0010_0026,脸都不要了，还要什么面子,"I don't even want my face, what face do you still want?"
video_0010_0027,你俩是没决裂哈，还挺亲密，像两口子似的,"You two haven't broken up, you are quite close, like a married couple."
video_0010_0028,周末有时间再来细说，成不成，我们明天还要考英语和理综呢,"We can talk about it in detail when we have time on the weekend. But, tomorrow we still have to take English and comprehensive science exams."
video_0010_0029,亲爱的，怎么跟外星人似的,"Dear, why do you look like an alien?"
video_0010_0030,你也是闲的，还老跟人提问题，你说这女的不神经病吗？,"Are you also idle, always asking people questions? Do you think this woman is not mentally ill?"
video_0010_0031,你以后别再给他买这些了，他都高三了，多耽误学习。,"Don't buy these for him anymore in the future. He's already in his third year of high school, it will affect his studies."
video_0010_0032,而且姐夫今天特意给我打一电话呢，说想了解一下杨杨的兴趣爱好。,And my brother-in-law specially called me today to ask about Yang Yang's interests and hobbies.
video_0010_0033,晚上要加一个晚自习，答答疑，明天还有一天呢。,"In the evening, I have to attend an evening self-study session, answer questions, and tomorrow is another day."
video_0010_0034,感情您这是带着筹码跟我谈判呢。,Are you negotiating with me with emotions and chips?
video_0010_0035,季胜利的儿子绝不允许进慢班。,Ji Shengli's son is absolutely not allowed to enter the slow class.
video_0010_0036,你看他发挥多稳定啊，说明他心理素质特别好。,"You see how stable he performs, which indicates that he has excellent mental resilience."
video_0010_0037,你们家磊儿真是学霸呀。,Your son Leier is really a top student.
video_0010_0038,你妈说来磊儿来了影响方一凡学习。,Your mother said that Leier's arrival has affected Fang Yifan's studying.
video_0011_0001,不全是因为她身孕的缘故，她是难得的稳重。,"It's not just because of her pregnancy, she is rarely steady."
video_0011_0002,是吗？那可太好了。,Is that so? That's great.
video_0011_0003,是正事，华妃失势难免不会东山再起。,It is a serious matter. It is inevitable that Huifei will make a comeback.
video_0011_0004,皇上怕是也没心情见二位小主了。,The emperor may not be in the mood to see the two young masters.
video_0011_0005,儿臣与莞娘娘有缘。,The child minister and the Lady Guan have a connection.
video_0011_0006,从前小看了那个病歪歪的甄嬛，以后走着瞧吧,"In the past, I underestimated the sickly Zhen Huan, but from now on, let's wait and see."
video_0011_0007,与其心生敬佩，不如自己便是那样的人。,"Rather than admiring others, it is better to be that kind of person oneself."
video_0011_0008,会疼人的才是男子汉呢,A man who can be considerate is a real man.
video_0011_0009,我倒盼着是个公主，和温宜一样的可爱呢,"I really hope to be a princess, as lovely as Wen Yi."
video_0011_0010,怎能送她这么贵重的东西。,How can I give her such a valuable gift?
video_0011_0011,今日之事一个人都不许说起，否则，我死无葬身之地,"No one is allowed to mention today's events, otherwise, I will have no place to be buried."
video_0011_0012,娘娘盛情，嫔妾自当从命,"Your Majesty's kindness is overwhelming, and I, as a concubine, shall obey your command."
video_0011_0013,那日竟然难产而死，只留下四阿哥,"That day, she unexpectedly died in childbirth, leaving only the Fourth Prince."
video_0011_0014,你随便一舞即可,You can dance casually.
video_0011_0015,不能得见故皇后之舞姿是臣妾之憾。,I regret not being able to witness the dance of the former queen.
video_0011_0016,梅妃含情所著的楼东赋没有能使她再度得幸于唐玄宗，倒是华妃娘娘感动了皇上。,"Mei Fei's emotionally written Lou Dong Fu couldn't win her favor with Emperor Tang Xuanzong again, but it was Consort Hua who moved the emperor."
video_0011_0017,我是怕这日子又要难过了。,I'm afraid these days will be difficult again.
video_0011_0018,叫我怎么甘心呢,How can I be willing to accept it?
video_0011_0019,端亲王有倨傲的本钱。,The prince has the capital of arrogance and pride.
video_0011_0020,身为皇后，永远都不能有说厌烦的时候。,"As a queen, one can never have a moment of being tired of speaking."
video_0011_0021,娘娘正当盛时，肯定还能再添一位阿哥,"The empress is in her prime, she will definitely be able to have another prince."
video_0011_0022,弘晖死的时候，外面也是这样的雨天,"When Honghui died, it was also raining outside."
video_0011_0023,孩子长得快，一会就长大了。,"Children grow up quickly, they will be grown up in no time."
video_0011_0024,我父亲下狱了,My father was imprisoned.
video_0011_0025,好端端的，怎么会出这样的事呢？,How could such a thing happen out of the blue?
video_0011_0026,怎么，贵人您是为了安答应的父亲求情来了。,"How come, esteemed person, you have come here to plead on behalf of An Da's father?"
video_0011_0027,您没看见皇上方才为这事发多大的脾气呢,Didn't you see how angry the emperor was just now because of this matter?
video_0011_0028,一去不知何时才能回来，要不先到偏殿等候吧。,"I don't know when I can come back, so why not wait in the side hall first?"
video_0011_0029,娘娘如此关怀，臣妾感同身受。,"Your Majesty cares so much, and I deeply feel it as well."
video_0011_0030,想必是与皇后反其道而行之，想让皇上从严处置安比槐吧,I suppose it is to go against the queen and make the emperor punish Anbihuai strictly.
video_0011_0031,再亲自去向娘娘道谢吧,Please go and personally thank the Queen.
video_0011_0032,小主，浣碧不是有意的。,"Master, Huanbi did not mean it."
video_0011_0033,天气炎热，公主吃不下，难免瘦了些。,"The weather is hot, the princess can't eat much, so she inevitably lost some weight."
video_0011_0034,这法子真是巧，皇上真真是有心了。,"This method is really clever, the emperor is really thoughtful."
video_0011_0035,不小心说与了旁人听，而说者无心，听者有意。,"Accidentally said it in front of others, but the speaker didn't mean it and the listener did."
video_0012_0001,馆陶真棒,Guantao is awesome.
video_0012_0002,娘娘，你要的药熬好了,"Madam, the medicine you requested has been prepared."
video_0012_0003,带弟弟去午睡，母后要做事了,"Taking my younger brother to take a nap, mother has things to do."
video_0012_0004,本宫也算死得其所，求仁得仁,"I also consider myself dead, seeking benevolence and receiving it."
video_0012_0005,娘娘，不要,"Your Majesty, please don't."
video_0012_0006,为什么没有人禀报,Why hasn't anyone reported?
video_0012_0007,赶巧了，这大事就发生了,"As luck would have it, this major event just happened."
video_0012_0008,你敢说跟你没关系。,You dare to say it has nothing to do with you.
video_0012_0009,此时此刻最重要的是世子的安危啊！,The most important thing at this moment is the safety of the crown prince!
video_0012_0010,子冉，孤王对不起你,"Ziran, I'm sorry for being a lonely king."
video_0012_0011,是你杀死了我的尊儿，你心里高兴，所以你哭不出来是不是,"You killed my beloved son, are you happy in your heart, so you can't cry, right?"
video_0012_0012,宫中一连发生两件丧事，臣妾哀伤至极,"There have been two funerals in the palace in succession, and the officials and concubines are extremely saddened."
video_0012_0013,吕雉啊吕雉，你也不过如此，哈哈哈哈哈哈,"Lv Zhi, oh Lv Zhi, you are just like this, hahahahahaha"
video_0012_0014,王后娘娘一人之下，还缺什么呢,"Under the queen, who else is missing?"
video_0012_0015,哀家如果饿死了不正好遂了你的意吗？,"If I starve to death, wouldn't it just fulfill your wish?"
video_0012_0016,你别难过，馆陶会一直陪着你的,"Don't be sad, Guantao will always be with you."
video_0012_0017,今天在紫苏那里，本王差点就保不住你了。,"Today, at Zisu's place, I almost couldn't protect you, my king."
video_0012_0018,她不见我，还不让我进去。,She doesn't see me and doesn't let me in.
video_0012_0019,到时候代王的伤痛也许就过去了。,The pain of being a substitute king may have passed by then.
video_0012_0020,吕路他们弄的那个小皇帝进宫了吗,Did Lv Lu and his friends bring the little emperor into the palace?:
video_0012_0021,盯着就不出岔子了，一群蠢货。,"Staring will prevent any mistakes, a group of idiots."
video_0012_0022,这不可能,This is impossible.
video_0012_0023,想造哀家的反，你还差了点。,You still lack a bit to make me feel sorry for you.
video_0012_0024,恭喜侯爷，凯旋归来。,"Congratulations, Lord Hou, for your triumphant return."
video_0012_0025,你没有想到，本侯爷也有今天吧,"You didn't expect that, did you, my lord?"
