name,chinese,english
train_dia6_utt0,干得好，乔！做得好！一流！,Good job Joe! Well done! Top notch!
train_dia6_utt1,你喜欢它吗？你真的喜欢它吗？,You liked it? You really liked it?
train_dia6_utt2,哦-哦-哦，是的！,"Oh-ho-ho, yeah!"
train_dia6_utt3,哪个部分准确地说？,Which part exactly?
train_dia6_utt4,整件事！我们可以去吗？,The whole thing! Can we go?
train_dia6_utt5,哦不不不，给我一些具体的细节。,"Oh no-no-no, give me some specifics."
train_dia6_utt6,我喜欢细节，细节是最好的部分！,"I love the specifics, the specifics were the best part!"
train_dia6_utt7,嘿，袋鼠的那个场景怎么样？你喜欢那部分吗？,"Hey, what about the scene with the kangaroo? Did-did you like that part?"
train_dia6_utt8,我很惊讶地看到一只袋鼠出现在一部第一次世界大战史诗片中。,I was surprised to see a kangaroo in a World War I epic.
train_dia6_utt9,你睡着了！！,You fell asleep!!
train_dia6_utt10,没有袋鼠！,There was no kangaroo!
train_dia6_utt11,他们没有采纳我的任何建议！,They didn't take any of my suggestions!
train_dia6_utt12,那是给你来的伙计。,That's for coming buddy.
train_dia6_utt13,我会稍后见你。,I'll see you later.
train_dia6_utt14,不要走！,Don't go!
train_dia6_utt15,对不起。,I'm sorry.
train_dia6_utt16,对不起！,I'm so sorry!
train_dia6_utt17,看！,Look!
train_dia6_utt18,这个家伙睡着了！,This guy fell asleep!
train_dia6_utt19,他也睡着了！,He fell asleep too!
train_dia6_utt20,生气他！,Be mad at him!
train_dia6_utt21,或者，打电话叫救护车。,"Or, call an ambulance."
train_dia7_utt0,好的，听着，我认为我们必须告诉Rachel她搞砸了甜点。,"Okay, look, I think we have to tell Rachel she messed up her dessert."
train_dia7_utt1,什么？大家怎么了？这是感恩节，不是...真相日！,"What?! What is with everybody? It's Thanksgiving, not...Truth-Day!"
train_dia8_utt0,是的，而且这是我临终的愿望，我想要那枚戒指。,"Yes, and it is my dying wish to have that ring."
train_dia8_utt1,看，如果我没有被埋葬在那个戒指里，那么我的灵魂将会永远在冥界徘徊。,"See, if I'm not buried with that ring then my spirit is going to wander the nether world for all eternity"
train_dia8_utt2,好了，亲爱的，够了！,"Okay, that's enough honey!"
train_dia8_utt3,我不知道。让我看看戒指。,I don't know.  Let me see the ring.
train_dia8_utt4,太好了！好的，给你。,"Great! Okay, here."
train_dia8_utt5,好的。,All right.
train_dia8_utt6,谢谢。谢谢。谢谢！还有。,Thank you. Thank you. Thank you!  And
train_dia9_utt0,你最近在忙什么？,What've you been up to?
train_dia9_utt1,哦，你知道的，平常的事情，教有氧运动，狂欢太多。,"Oh, you know, the usual, teaching aerobics, partying way too much."
train_dia9_utt2,哦，如果你想知道的话，那些是我在新的詹姆斯·邦德海报上的腿。,"Oh, and in case you were wondering, those are my legs on the new James Bond poster."
train_dia9_utt3,你能稍等一下吗？我有另一个电话。我爱她。,Can you hold on a moment? I have another call.  I love her.
train_dia9_utt4,我知道。,I know.
train_dia9_utt5,我回来了。,I'm back.
train_dia9_utt6,那么，我们要见面还是怎样？,"So, are we gonna get together or what?"
train_dia9_utt7,嗯，当然可以。嗯，明天下午怎么样？你知道村里的中央咖啡馆吗？大约五点钟左右？,"Um, absolutely. Uh, how 'bout tomorrow afternoon? Do you know uh, Central Perk in the Village, say, five-ish?"
train_dia9_utt8,好的，那时候我会见到你。,"Great, I'll see you then."
train_dia9_utt9,好的。好的。终于有手机也有了回报。,Ok.  Ok. Having a phone has finally paid off.
train_dia9_utt10,尽管你模仿Bob做得很好，但我想当她明天见到你时，她可能会意识到，“嘿，你不是Bob。”,"Even though you do do a good Bob impression, I'm thinkin' when she sees you tomorow, she's probably gonna realize, ""Hey, you're not Bob."""
train_dia9_utt11,我希望当鲍勃不出现时，她能在下一桌的幽默陌生人的怀抱中寻求安慰。,"I'm hoping that when Bob doesn't show up, she will seek comfort in the open arms of the wry stranger at the next table."
train_dia9_utt12,哦，我的天。你是纯粹的邪恶。,Oh my god. You are pure evil.
train_dia9_utt13,好的，纯粹的邪恶，兴奋而孤独。我已经做过这件事了。,"Ok, pure evil , horny and alone . I've done this"
train_dia10_utt0,没有人！,Nobody!
train_dia10_utt1,没有人尊重这个桶！,Nobody respects the bucket!
train_dia10_utt2,你不会相信人们在这里放了什么！,You wouldn't believe what people put in here!
train_dia10_utt3,看！,Look!
train_dia10_utt4,好的，这对你来说看起来像个垃圾桶吗？,"Okay, does this look like a garbage can to you?"
train_dia10_utt5,不。,No.
train_dia11_utt0,这是我的婚礼。,This is my wedding.
train_dia11_utt1,好的，你知道吗？我们真的迟到了！走吧！走吧！走吧！！,"All right, y'know what? We really are late! Let's go! Let's go! Let's go!!"
train_dia11_utt2,好的。我们回来后你可以在视频上观看。,Fine. You'll-you'll watch it on video when we get back.
train_dia11_utt3,给你，菲比！给你，福博！菲布多！费博博。,Here you go Phoebe! Here you go Phobo! Phewbedo! Phaybobo.
train_dia11_utt4,谢谢你。,Thank you.
train_dia11_utt5,谢谢你。,Thank you.
train_dia11_utt6,好的，我们走吧！再见，菲比！,"All right, let's go! Bye, Pheebs!"
train_dia11_utt7,再见，菲比！,"Bye, Pheebs!"
train_dia11_utt8,伦敦宝贝！！,London baby!!
train_dia11_utt9,哦，你需要一个拥抱吗？你不需要给我带任何东西！,"Oh, do you need a hug? You don't have to bring me anything!"
train_dia12_utt0,嘿！,Hey!
train_dia12_utt1,嘿！Estelle为我明天安排了一堆试镜，我很快就能恢复我的健康保险了。,Hey! So Estelle lined up a bunch of auditions for me tomorrow and I'll have my health insurance back in no time.
train_dia12_utt2,太好了，但是你现在不应该在厕所吗？,"That's great, but shouldn't you be on the toilet right now?"
train_dia12_utt3,什么？！,What?!
train_dia12_utt4,你怎么了？,What's wrong with you?
train_dia12_utt5,什么都没有！,Nothing!
train_dia12_utt6,嗯，我在举重之前感到胃部剧痛，然后我晕倒了，自那以后就一直无法站起来。,"Well, I-I got this blinding pain in my stomach when I was lifting weights before, then I uh passed out and uh, haven't been able to stand up since."
train_dia12_utt7,但是，我不认为这是什么严重的事情。,"But um, I don't think it's anything serious."
train_dia12_utt8,这听起来像是疝气。你必须去看医生！,This sounds like a hernia. You have to you-you go to the doctor!
train_dia12_utt9,没门！凯，听着，如果我必须去看医生，那一定是因为我肚子上有个东西突出来！,"No way! Kay look, if I have to go to the doctor for anything it's gonna be for this thing sticking out of my stomach!"
train_dia12_utt10,那是一个疝气。,That's a hernia.
train_dia12_utt11,为什么我又要开始锻炼了？该死的15秒！,Why did I have to start working out again?  Damn you 15s!
train_dia13_utt0,我喜欢你的地方！这个人来自哪里？,I love your place! Where is this guy from?
train_dia13_utt1,嗯，那是一件来自加尔各答的18世纪印度手工艺品。,Uh that's an eighteenth century Indian artifact from Calcutta.
train_dia13_utt2,哇哦！所以，你不仅仅是恐龙。,"Oh wow! So, you're more than just dinosaurs."
train_dia13_utt3,如此更多。,So much more.
train_dia14_utt0,嗯，总结一下，我们玩得很开心，你看起来很年轻。,"Well, well to sum up, we're having fun, you look young."
train_dia14_utt1,好的,Okay
train_dia14_utt2,但这还不够。所以，这是我公寓的钥匙。,"But that's not enough. So. So, here's a key to my apartment."
train_dia14_utt3,真的吗？！,Really?!
train_dia14_utt4,真的。,Really.
train_dia14_utt5,你不认为这太快了。,You don't think this is too fast.
train_dia15_utt0,出去！,Get Out!
train_dia15_utt1,罗斯，我能和你谈一分钟吗？,"Ross, can I talk to you for a minute?"
train_dia15_utt2,是的，请！那么，发生了什么事？,"Yes, please!  So, what's going on?"
train_dia15_utt3,嗯，嗯...乔伊和我分手了。,"Uh, well... Joey and I broke up."
train_dia15_utt4,哦，我的天啊，发生了什么事？,"Oh my God, wh-what happened?"
train_dia15_utt5,乔伊是个很棒的人，但我们真的...太不一样了！我的意思是，在你的演讲期间，他一直在笑直立人！,"Joey is a great guy, but we're just... so different! I mean, during your speech he kept laughing at homo erectus!"
train_dia15_utt6,我知道那是他！,I knew that was him!
train_dia15_utt7,无论如何，我只是觉得这是最好的。,"Anyway I just, uh, I think it's for the best."
train_dia15_utt8,嘿，你还好吗？,"Hey, you ok?"
train_dia15_utt9,我猜。,I guess.
train_dia15_utt10,有嗯...还有另一个原因让我觉得是时候和乔伊结束了。,There was hum...  there was another reason that I thought it was time to end it with Joey.
train_dia15_utt11,我开始意识到我对其他人有感觉了。,I started to realize that I was having feelings for someone  else.
train_dia15_utt12,好的，盖勒。会议的最后一天，你知道主讲人会发生什么事情。,"Ok Geller. Last day of the conference, you know what happens to the keynote speaker."
train_dia15_utt13,哦，克拉克教授，我们正在进行一场谈话。,"Oh, professor Clerk we're kind of in the middle of a conversation, here."
train_dia15_utt14,是的，你们能不能稍后把他扔进游泳池？,"Yeah, can you guys just throw him in the pool later?"
train_dia15_utt15,或者我们可以把你们两个都扔进去。,Or we could throw you both in
train_dia15_utt16,好的，先生们！,"Ok, gentlemen!"
train_dia15_utt17,请！,Please!
train_dia15_utt18,我们不是有点太老了吗？,Aren't we a little old for this?
train_dia15_utt19,我是说，我们是科学家，对吧？,"I mean, we're scientists, right?"
train_dia15_utt20,我们是学者。,We're academics.
train_dia15_utt21,最重要的是，我...你-你首先得抓住我们。,And most importantly I... you-you will have to catch us first.
train_dia15_utt22,去，去，去！,"GO, GO, GO!"
train_dia16_utt0,去，去，去！,"Go, go, go!"
train_dia16_utt1,哦，是的，现在每个人都想戴这顶帽子下面！,"Oh yeah, now everybody wants to be under this hat!"
train_dia16_utt2,嗨！,Oy!!
train_dia16_utt3,这些沙子是怎么回事？,What's with all this sand?
train_dia16_utt4,哦，是的，鲍勃说可能会有洪水损坏。,"Oh, yeah, Bob said there might be flood damage."
train_dia16_utt5,是的，要么是那样，要么他有一只非常大的猫。,"Yeah, either that, or he has a really big cat."
train_dia17_utt0,好的，看到那个盲人吗？我等会儿要砸他的头。,"Okay, see that blind guy right there? I'm gonna bash his head in later."
train_dia17_utt1,哦，嗯，我的重要场景即将到来。重要场景即将到来。,"Oh umm, my big scene is coming up. Big scene coming up."
train_dia17_utt2,如果你说：“大型利马豆，冒泡。”她会理解其中的区别吗？,"If you said, ""Big lima bean, bubbling up."" Would she understand the difference?"
train_dia17_utt3,Rach？你在做什么？,Rach? What are you doing?
train_dia17_utt4,哦，天哪，我真的无法看下去。太可怕了！,"Oh boy, I just can't watch. It's too scary!"
train_dia17_utt5,这是一个尿布广告。,It's a diaper commercial.
train_dia17_utt6,哦，是的，你知道我，宝宝们，责任，啊啊啊！！！,"Oh yeah well, you know me, babies, responsibilities, ahhh!!!"
train_dia17_utt7,披萨外卖！,Pizza delivery!
train_dia17_utt8,我来拿！我会拿到的！,I'll get it! I will get that!
train_dia17_utt9,嗨！,Hi!
train_dia17_utt10,嗨！,Hi!
train_dia18_utt0,嘿，你想去吃点东西吗？或者，你想看看我们能把这个球来回扔多久吗？嗯？,"Hey, you wanna get something to eat or uh, do you wanna see how long we can throw this ball back and forth? Huh?"
train_dia18_utt1,嗯，那个球的东西。,"Uhh, the ball thing."
train_dia18_utt2,是的？,Yeah?
train_dia18_utt3,嘿，罗斯，如果我们能连续两个小时不掉下来，那不是很棒吗？！,"Hey Ross, wouldn't it be great if we could go two straight hours without dropping it?!"
train_dia18_utt4,嗯，,"Uhh,"
train_dia18_utt5,好的！,Okay!
train_dia18_utt6,哦哦。,Uh-oh.
train_dia18_utt7,什么？,What?
train_dia18_utt8,我需要上厕所。而且瑞秋在洗手间！,I have to pee. And Rachel's in the bathroom!
train_dia18_utt9,男人，我没想到我们会成功！,"Man, I didn't think we were gonna make it!"
train_dia18_utt10,我知道！不要换手，好吗？,"I know!  Don't switch hands, okay?"
train_dia19_utt0,嘿。,Hey.
train_dia19_utt1,嘿！,Hey!
train_dia20_utt0,与Erin相处得怎么样了？,How did it go with Erin?
train_dia20_utt1,哦，难以置信！我们度过了最美好的时光！,"Oh, unbelievable! We had the best time!"
train_dia20_utt2,耶！！哦，所以，你不再生我们的气了吗？,"Yay!! Oh so, you're not, you're not mad at us anymore?"
train_dia20_utt3,不！,No!
train_dia20_utt4,不！,No!
train_dia20_utt5,不！,No!
train_dia20_utt6,你们完全是对的！,You guys were totally right!
train_dia20_utt7,这次比我们第一次出去好太多了。,This is so much better than the first time we went out.
train_dia20_utt8,你知道吗？,Y'know?
train_dia20_utt9,那真是太尴尬了，我们非常紧张。,"That was so awkward, we were really nervous."
train_dia20_utt10,你们没有一起睡觉吗？,Didn't you sleep together?
train_dia20_utt11,是的，那真的让我平静下来。,"Yeah, that really calms me down."
train_dia20_utt12,嗨！,And!
train_dia20_utt13,我们有很多共同之处！,We have so much in common!
train_dia20_utt14,她喜欢三明治、运动，虽然她是一个大都会队的球迷，现在不是什么大问题，但如果我们有孩子，那就是一个问题了。,"She loves sandwiches, sports, although she is a Met fan, not much of an issue now but if we were ever to have kids, well that's a"
train_dia20_utt15,哦，我的天啊！听你说起要生孩子。哦，我的乔伊。哦，请不要在我之前结婚。,"Oh my God! Listen to you talkin' about having kids. Oh my Joey.  Oh, please don't get married before I do."
train_dia20_utt16,好的。,Okay.
train_dia21_utt0,她是怎么做到的？,How does she do that?
train_dia21_utt1,我不能在公共场所睡觉。,I cannot sleep in a public place.
train_dia21_utt2,你能看看她吗？她是如此平静。,Would you look at her? She is so peaceful.
train_dia21_utt3,哦！什么什么什么！...嗨。,Oh! What what what! ...Hi.
train_dia21_utt4,没关系，你知道的，你又打盹了。,"It's okay, y'know, you just nodded off again."
train_dia21_utt5,你怎么了？,What's going on with you?
train_dia21_utt6,我昨晚没睡觉！,I got no sleep last night!
train_dia21_utt7,为什么？,Why?
train_dia21_utt8,我的祖母有一个新男朋友，他们在床上都有点不安全。,"My grandmother has this new boyfriend, and they're both kind of insecure in bed."
train_dia21_utt9,哦，而且聋。,"Oh, and deaf."
train_dia21_utt10,所以他们不断地互相安慰，告诉对方他们玩得很开心。,"So they're constantly, like, having to reassure each other that they're having a good time."
train_dia21_utt11,你们不知道他们有多吵！,You have no idea how loud they are!
train_dia21_utt12,好的，如果你愿意的话，你可以今晚和Rachel和我一起住。,"Well, if you want, you can stay with Rachel and me tonight."
train_dia21_utt13,谢谢。,Thanks.
train_dia22_utt0,呃！那是什么？有东西爆炸了！,Ew! What is that? Something exploded!
train_dia22_utt1,这只是她的羊水破裂了。冷静点，好吗？,"It's just her water breaking. Calm down, will you?"
train_dia22_utt2,水破了，你是什么意思？那是什么，水破了？,"Water breaking, what do you mean? What's that, water breaking?"
train_dia22_utt3,呼吸，呼吸，呼吸。,"Breathe, breathe, breathe."
train_dia23_utt0,你疯了吗？我的意思是乔伊，他会杀了你，他真的会把你杀死。,"Are you insane? I mean Joey, is going to kill you, he's actually going to kill you dead."
train_dia23_utt1,好的！你不认为我考虑过那个吗？,Okay! You don't think I thought of that?
train_dia23_utt2,你怎么可能不知道哪一个？,How can you not know which one?
train_dia23_utt3,我是说那真是难以置信。,I mean that's unbelievable.
train_dia23_utt4,我的意思是，是吉娜吗？,"I mean, was it Gina?"
train_dia23_utt5,哪一个是吉娜？,Which one is Gina?
train_dia23_utt6,黑色的，大头发，带着飞机耳环。,"Dark, big hair, with the airplane earrings."
train_dia23_utt7,不，不，不，那是迪娜。,"No, no, no, that's Dina."
train_dia23_utt8,你看，你也分不清哪一个是哪一个，dwha!!,"You see you can't tell which one is which either, dwha!!"
train_dia24_utt0,我不知道，你认为“周六见”很有趣。,"I don't know, you thought See you Saturday' was funny."
train_dia24_utt1,亲爱的，看，马克很时尚，好吗？我喜欢有一个可以和他分享这些东西的朋友。,"Look honey, Mark is in fashion okay, I like having a friend that I can share this stuff with."
train_dia24_utt2,你们肯定不想和我一起去听讲座。,You guys would never want to go to a lecture with me.
train_dia24_utt3,噗哈！！我很愿意和你一起去。,Pa-haa!! I would love to go with you.
train_dia24_utt4,真的吗？,Really!?
train_dia24_utt5,是的，嘿，我有衣服，我甚至还挑选它们。,"Yeah, hey I-I have clothes, I even pick them out."
train_dia24_utt6,我是说，就你所知，我可能是一个时尚...追求者。,"I mean for, for all you know I could be a fashion..... monger."
train_dia24_utt7,好的。亲爱的，我希望你能和我一起去。什么？,"Okay. Honey, I would love for you to go with me.  What?"
train_dia24_utt8,我现在应该穿什么，我现在很紧张。,"What should I wear, now I'm all nervous."
train_dia25_utt0,我知道，我们做到了！嘿，那太不可思议了，对吧？！,": I know, we did it!! Hey, that was incredible, huh?!"
train_dia25_utt1,我知道，太棒了！我的意思是，我们完全做到了，太美了。,"I know, it was amazing! I mean, we totally nailed it, it was beautiful."
train_dia25_utt2,谢谢你，听着，非常感谢Tribbiani。哦天啊，看看时间，我得赶上去参加舞会的公交车。,": Thank you, listen, thanks a lot Tribbiani, . Oh my God, look at the time, I gotta catch the bus to the ball."
train_dia25_utt3,哦，好吧，祝你好运。,"Oh well, okay, good luck."
train_dia25_utt4,是的。,: Yeah.
train_dia25_utt5,除非你想再练习一遍福克斯特罗？或者或者探戈？,Unless you wanna practice the Foxtrot again? Or-or the Tango?
train_dia25_utt6,啊，谢谢，但是不用了。你看，我觉得我已经准备好和女孩子跳舞了。,": Ahh, thanks but no. You see I-I think I'm ready to dance with girls."
train_dia25_utt7,好的。,Okay.
train_dia25_utt8,是的。,: Yeah.
train_dia25_utt9,去吧，特里格。,Go get em Treeger.
train_dia25_utt10,好的。嘿，你想来吗？玛吉有一个女朋友。,": Right.  Hey, ahh, you wanna come? Marge has a girlfriend."
train_dia25_utt11,真的吗？,Really?
train_dia25_utt12,是的，你可以和她跳得很好，她和我一样高。,": Yeah, you could dance real good with her, she's the same size as me."
train_dia25_utt13,不，我很好。,"No, I'm good."
train_dia26_utt0,哦天啊，这太让人紧张了！怎-怎么做呢？,"Oh God, this is so nerve wracking! How-how do you do this?"
train_dia26_utt1,很不幸，我没有得到很多回复。,"Well, unfortunately, I don't get many callbacks so"
train_dia26_utt2,他们在试演后要求我们等候，这是一个好兆头吗？,Is it a good sign that they asked us to hang around after the audition?
train_dia26_utt3,谁知道？,Who knows?
train_dia26_utt4,好的，嗯，我们已经缩小范围，剩下的是雷蒙德、本、凯尔和乔伊。其他的，非常感谢你们。,"Okay uh, we have narrowed it down to Raymond, Ben, Kyle, and Joey. The rest of you, thank you very much."
train_dia26_utt5,是的！！我知道了！！再见！好久不见！以后再见！,Yes!! I knew it!!  Bye-bye! So long! Later!
train_dia26_utt6,哦，这太棒了！我可能真的能扮演本的爸爸！,Oh this is great! I might actually get to play Ben's dad!
train_dia26_utt7,是的！,Yeah!
train_dia26_utt8,实际上，那是不可能发生的。,"Actually, that can't happen."
train_dia26_utt9,是的，因为你们的外貌都很不同，我们将你和雷蒙放在一起，将凯尔和本放在一起。,"Yeah because you all have such different looks, we're putting you with Raymond and Kyle with Ben."
train_dia26_utt10,所以要么是你们两个，要么是你们两个。,So it'll be either you two  or you two.
train_dia26_utt11,伙计，这会有点奇怪。,"Man, this is gonna be kinda weird."
train_dia26_utt12,是的，是的。,"Yeah, it is."
train_dia26_utt13,不，我们-我们将会成为最好的朋友，这就是为什么会感觉奇怪。,"No, we-we're gonna be like best friends, that's why it's gonna be weird."
train_dia27_utt0,好吧，来吧，我不能结婚，直到我有一些旧的东西，一些新的东西，一些借来的东西和一些蓝色的东西。,"Okay, come on, I can't get married until I get something old, something new, something borrowed, and something blue."
train_dia27_utt1,好的，好的，好的，好的！好的！好的，这里有一些东西，这里有一些蓝色和新的东西。,"Okay, all right, all right, all right! Okay!  Okay, here's something, here's something blue and new."
train_dia28_utt0,请！,Please!
train_dia28_utt1,你在开玩笑吗？,Are you kidding?
train_dia28_utt2,我-我伤了三个大个子，我给一个人鼻子流了血，我的意思是，我-我并不为此感到骄傲，但是，我真的是。,"I-I hurt three huge men, I gave a guy a bloody nose I mean I-I'm not proud of it but, I really am."
train_dia28_utt3,而这一切都是因为你，美好的、令人惊叹的你。,"And it's all because of you, wonderful, amazing you."
train_dia28_utt4,我觉得你可能有脑震荡。,I think you've got concussion.
train_dia28_utt5,不，不，我是认真的。谢谢。,"No, no, I'm serious. Thank you."
train_dia28_utt6,不客气。对不起。我伤到你了吗？,You're welcome.  I'm sorry. Did I hurt you?
train_dia28_utt7,值得付出痛苦。你知道吗，你知道吗？其实不值得。,"It's worth the pain.  Y'know what, you know what? It's not."
train_dia29_utt0,哇！那个迈克的事情很有趣！我不知道菲比和大卫会发生什么。,Wow! That Mike thing was interesting! I don't know what's gonna happen with Phoebe and David.
train_dia29_utt1,"我想要！想要一个提示吗？嗯？""我想要"" ""我想要""。","I do! Want a hint? huh? ""I do""  ""I do""."
train_dia29_utt2,好的，我感觉这是一种文字游戏，因为你满脸红润地控制着喜悦。,"Ok, I'm sensing that this is some kind of word play, because you are pink with barely controlled glee."
train_dia29_utt3,大卫打算向菲比求婚。,David is going to propose to Phoebe.
train_dia29_utt4,什么？为什么？,What?  Why?
train_dia29_utt6,钱德勒，我们已经谈过这个了。,"Chandler, we have talked about this."
train_dia29_utt7,你不应该给别人提建议！,You are not supposed to give people advice!
train_dia29_utt8,现在，你难道不能开个不合适的玩笑吗？,Now couldn't you just have made some sort of inappropriate joke?
train_dia29_utt9,我,I
train_dia29_utt10,他们只约会了几个星期，菲比对迈克完全着迷！,They've only been going out for a few weeks and Phoebe is completely hung up on Mike!
train_dia29_utt11,她会说“不”，大卫的心会碎，他们很难从中恢复过来，然后菲比最终会孤独一人。,"She'll say ""No"", David's heart will be broken, it will be too hard for them to recover from and then Phoebe will end up alone"
train_dia29_utt12,男人，那真是一些。,"Man, that's some"
train_dia29_utt13,哦，那不是你想要的...,"Oh, that's not what you want..."
train_dia30_utt0,这是我的父亲，保罗·史蒂文斯。爸爸，这是罗斯·盖勒。,"This is my father, Paul Stevens. Dad, this is Ross Geller."
train_dia30_utt1,很高兴见到你，保罗。,It-it's great to meet you Paul.
train_dia30_utt2,我通常更喜欢伊丽莎白的男朋友称呼我为史蒂文斯先生。,I usually prefer Elizabeth's boyfriends to address me as Mr. Stevens.
train_dia30_utt3,当然，当然，史蒂文斯先生。,"Of course, of course, Mr. Stevens."
train_dia30_utt4,罗斯，你有什么问题？,"So Ross, what your problem?"
train_dia30_utt5,对不起，你好吗？,Eh-wh Excuse me?
train_dia30_utt6,为什么你不能找一个和你同龄的女朋友？,Why can't you get a girlfriend your own age?
train_dia30_utt7,那很有趣。嗯，这不好笑。,That's funny. Umm.  It's not funny.
train_dia30_utt8,我,I
train_dia30_utt9,好的。,Okay.
train_dia30_utt10,我可以，我可以看到那个。,"I can, I can see that."
train_dia30_utt11,嗯，但是我认为如果你给我一个机会，我可以改变你的想法。,"Umm, but I think if you give me umm, one chance I can, I can change your mind."
train_dia30_utt12,好的。,Okay.
train_dia30_utt13,什么？,What?
train_dia30_utt14,好的。我会给你一个机会来改变我的想法。你有一分钟的时间。,Okay. I'll give you one chance to change my mind.  You got one minute.
train_dia30_utt15,爸爸！,Daddy!
train_dia31_utt0,哦，好吧，它还没有在电视上播放。,"Oh well, it's not on TV yet."
train_dia31_utt1,好的，那么它还没有挂在墙上。,"Well, then it's not on the wall yet."
