name,chinese,english
Ses01F_script02_2_F020,喝着香槟直接从瓶子里，,"Drinking champagne from the bottle,"
Ses01F_script02_2_M019,当我们开车经过那家纽约酒窖时，你说，我们买点香槟吧。我说不，时间浪费了或者类似的话。,"It's when we were driving past that Knickerbocker Liquor Locker, you said, let's get some champagne.  I said no, time's a wasting or something like that."
Ses01F_script02_2_F021,在沙滩上赤脚跳舞。,dancing barefoot in the sand.
Ses01F_script02_2_M020,这就是它吗？对吗？你希望这次像上次那样吗？,"That's what it is?  Right?  You want this to be like the other time, right?"
Ses01F_script02_2_F022,我宁愿不去记住一些事情。我宁愿不去期望一些事情。,I'd rather not remember some things.  I'd rather not hope for some things.
Ses01F_script02_2_M021,当然。好的。好吧。,Sure.  All right.  Okay.
Ses01F_script02_2_M022,听着，你想跳舞吗？,"Listen, do you want to dance?"
Ses01F_script02_2_F023,不。,No.
Ses01F_script02_2_M023,你想让我去拿一些香槟吗？,Do you want me to go get some champagne?
Ses01F_script02_2_F024,不。,No.
Ses01F_script02_2_M024,你想脱掉鞋子吗？,Do you want to take off your shoes?
Ses01F_script02_2_F025,不，不。什么都没有。,"No, no. Nothing."
Ses01F_script02_2_M025,然后呢？,Then what?
Ses01F_script02_2_M026,你想再次结婚吗？,Do you want to get married again?
Ses01F_script02_2_F026,不。,No.
Ses01F_script02_2_M027,什么？什么？你想要离婚吗？,What?  What?  Do you want a divorce?
Ses01F_script02_2_M028,一个假期？,A vacation?
Ses01F_script02_2_F027,不。,No.
Ses01F_script02_2_M029,喜欢一块新地毯吗？一只贵宾犬？背部按摩？冰淇淋？自杀协议？你想要什么？你到底想要什么？,Like a new carpet?  A poodle?  A back rub?  Ice cream?  A suicide pact?  What do you want?  What the hell do you want?
Ses01F_script02_2_F028,我只是希望事情能够如我所预期的那样发展。,I just want something to turn out like I expected it to.
Ses01F_script02_2_M030,欢迎加入人类大家庭，嗯？你觉得我有没有一个宏大的幻想，认为四年后我们会来到这个海滩上争论鱼？不会的。,"Well welcome to the human race, huh?  Do you think I had some grand fantasy going that four years down the line we would come to this beach and be arguing over fish?  No."
Ses01F_script02_2_F029,[呼吸],[BREATHING]
Ses01F_script02_2_M031,不，我就像你一样。我以为一切都会很美好，账单会自己付清。我们会有三个胖乎乎的红润脸颊的孩子。哼，宝贝，我们被愚弄了。因为你知道你会得到什么吗？,"No I'm just like you.  I thought it was going to be all roses and peaches and the bills would just pay themselves.  And we'll have three, fat rosy cheeked children.  Huh, baby, the joke's on us.  Because you know what you get?"
Ses01F_script02_2_M032,你知道你得到了什么吗？你得到了这个。,Do you know what you get?  You get this.
Ses01F_script02_2_F030,这是什么？这是什么？这什么都不是。这甚至什么都不是。,This? What is this?  This is nothing.  This isn't even anything.
Ses01F_script02_2_M033,是的，是的。,Yes it is.
Ses01F_script02_2_F031,当然。这是站在海滩上等待。这是战斗。,Sure.  This is standing on the beach waiting.  This is fighting.
Ses01F_script02_2_M034,正确,Right
Ses01F_script02_2_F032,我是说这是很多事情，但只是...,"I mean this is a lot of things, but it's just..."
Ses01F_script02_2_M035,[呼吸],[BREATHING]
Ses01F_script02_2_F033,你明白我在说什么吗？,Do you understand what I am saying?
Ses01F_script02_2_M036,我正在尽力而为。,I'm doing the best I can.
Ses01F_script02_2_F034,我知道你是奥吉，我知道。,"I know you are Augie, I know."
Ses01F_script02_2_F035,我知道你希望这个特别，我知道你想要它变得正确，但我就是忍不住想，我就是忍不住希望我在别的地方。,"I know you meant this to be special, I know that you wanted it to be right, but I just can't help thinking that, I can't help wishing that I was somewhere else."
Ses01F_script02_2_M037,也许如果你和其他人在一起的话。,"Maybe if you were with someone else, too."
Ses01F_script02_2_F036,我没有说那个。,I didn't say that.
Ses01F_script02_2_M038,我只是-我知道我不能让你快乐。,I just- I know I don't make you happy.
Ses01F_script02_2_F037,别胡说八道。无论我在做什么，我宁愿和你一起做。,"Don't be ridiculous.  Anything that- anything I am doing, I'd rather be doing it with you."
Ses01F_script02_2_M039,是的？,Yeah?
Ses01F_script02_2_F038,是的。你不知道吗？,Yeah.  Don't you know that?
Ses01F_script02_2_F039,求求你了，奥吉。,For Heaven's sake Augie.
Ses01F_script02_2_F040,你可能希望与其他人在一起，那些不那么认真对待事情的人，能够享受自己的人。,"You're the one who probably wishes he was with somebody else.  Somebody who doesn't take things so seriously, who could enjoy herself."
Ses01F_script02_2_M040,你知道的，实际上现在你提到了，不，我不知道。,"You know, actually now that you mention it, no I don't."
Ses01F_script02_2_F041,也许我们在错误的地方，但我们与正确的人在一起。,"So maybe we are in the wrong spot, but we are with the right person."
Ses01F_script02_2_M041,我不知道，对我来说，这似乎是个很好的地方。,"I don't know, it seemed like such a good spot to me."
Ses01F_script02_2_M042,我们从这里可以看到月亮的美景，不是吗？,"We have a great view of the moon from here, though, huh?"
Ses01F_script02_2_F042,嗯，我注意到了，它很漂亮。大而古老的白色月亮。,"Hmm.  I noticed that, it's pretty. Big old white moon."
Ses01F_script02_2_M043,[呼吸],[BREATHING]
Ses01F_script02_2_M044,看看我这里有什么。,And look what I got here.
Ses01F_script02_2_F043,奥吉，你买了点心。,"Augie, you bought refreshments."
Ses01F_script02_2_M045,这不是香槟。,It's not champagne.
Ses01F_script02_2_F044,我猜我们不需要眼镜。,I guess we don't need glasses.
Ses01F_script02_2_M046,[呼吸],[BREATHING]
Ses01F_script02_2_M047,你想回家吗？你冷吗？,Do you want to go home?  Are you cold?
Ses01F_script02_2_F045,我开始觉得这可能是正确的地点。,I'm beginning to think this might be the right spot after all.
Ses01F_script02_2_F046,奥吉，对不起。,"Augie, I'm sorry."
Ses01F_script02_2_M048,嘘。如果我们非常安静，鱼可能会过来。,"Shh.  If we're very quiet, the fish might come."
Ses01F_script02_2_F047,或者不。,Or not.
Ses01F_script02_2_M049,或者不。,Or not.
Ses01F_impro07_M000,你收到信了吗？,Did you get the letter?
Ses01F_impro07_F000,是的。有一个大信封上面写着，你被录取了。我知道。,"Yes.  There's a big envelope it says, you're in. I know."
Ses01F_impro07_M001,是的。那太棒了。,Yeah. That is so awesome.
Ses01F_impro07_M002,哦，我的天。你打算做什么？【笑声】,Oh my God. What are you going to do? [LAUGHTER]
Ses01F_impro07_F001,所以我必须搬回到贫民区，但是...我知道。,So I have to move back to the ghetto but...I know.
Ses01F_impro07_M003,哦，是的，我敢打赌你真的很兴奋。哦，那就是贷款的用途？对吗？确切地说。,"Oh-Yeah, I bet you're really excited. Oh.  That's what loans are for?  Right? Exactly."
Ses01F_impro07_F002,我真的很兴奋。是的。我不知道我要如何支付任何东西，但是...我也-是的。贷款也是，是的。不过，我申请了一堆助学金和奖学金，所以我还在等待消息。,"I'm really excited.  Yeah. I don't know how I'm going to pay for anything, but... I also- Yeah.  Loans, too, yeah. I applied, though, for a bunch of grants and scholarships so I'm still waiting to hear on that."
Ses01F_impro07_M004,哦，好的，好的。太棒了。你打算在这附近待着吗？还是你打算搬到另一个社区？你要搬到另一个社区吗？,"Oh.  Good, good.  That's awesome. Are you going to stay around here?  Or are you going to like get a different neighborhood- you going to move to a different neighborhood?"
Ses01F_impro07_F003,哦-我知道，我知道，我知道，我知道。,"Oh- I know, I know, I know, I know."
Ses01F_impro07_F004,我不知道。我已经花了很多时间通勤，我宁愿不要。,"I don't know.  I spend so much time commuting as it is, I'd rather."
Ses01F_impro07_M005,这太好了-我很高兴你要留下来。你不会走了...我们应该举办一个派对。,This is so- I am so happy that you're going to stay.  You're not going to...We should totally throw a party.
Ses01F_impro07_F005,我知道。我们应该举办一个派对。,I know. We should throw a party.
Ses01F_impro07_F006,在阿拉帕霍，我们负担得起那个。[垃圾]。是的。那么你这个夏天打算做什么呢？你也会留在这里，对吗？,"At Arapaho we could afford that. [GARBAGE]. Yeah.  So what are you doing this summer, though?  You're staying around, too, yeah?"
Ses01F_impro07_M006,一个说唱歌手的派对嗨。是的。好的。,A rapper party ho. Yeah. Okay.
Ses01F_impro07_M007,我只是- 是的。我会继续待在这里，我只是做我的事情。我在这里生活。我很高兴你要留下来，我很高兴你会在这里。是的。哇。,"I am just- Yeah.  I'm sticking around, I'm just doing my thing.  I'm living here.  I'm so glad you're going to stay, I'm so glad you're going to be here. Yeah. Woo."
Ses01F_impro07_F007,太好了。我的意思是，我本来以为我要把所有的东西都打包起来，但是没想到。为南加州大学欢呼！,It's a relief too. I mean I was thinking I was going to have to pack up all of my stuff but yeah. Hooray for U.S.C.
Ses01F_impro07_M008,是的。非常的。,Yeah.  Big time.
Ses01F_impro07_M009,嗯嗯。嗯嗯。耶。那你主修什么？你在做什么？,Mmhmm. Mmhmm. Yay. So what major?  What are you doing?
Ses01F_impro07_F008,嗯，这个...这个...这是批判研究。据说这是一个非常有声望的项目。,"Umm. It's...It's uhh...It's Critical Studies. It's a really prestigious program, so they say."
Ses01F_impro07_M010,哦，好的。,"Oh, okay."
Ses01F_impro07_M011,哦，好高级。,Ooh. Fancy.
Ses01F_impro07_F009,是的。我不确定。,Yeah.  I'm not sure.
Ses01F_impro07_M012,这是硕士还是博士学位？或者你可以...？很好。,Is this a Masters or a P.h.D.?  Or can you...? Nice
Ses01F_impro07_F010,嗯...博士学位 [笑声],Umm...P.h.D. [LAUGHTER]
Ses01F_impro07_M013,那很好。当你这样做的时候，你也不需要教课吗？,"That's good.  Don't you have to like teach a class, too, when you do that?"
Ses01F_impro07_F011,嗯，是的，是的。我是两个课程的助教。嗯嗯。,"Um, yeah, yeah.  I'm a TA for two sessions. Mmhmm."
Ses01F_impro07_M014,老师，纳什夫人，我有一个问题。,"Teacher. Mrs. Nash, I have a question."
Ses01F_impro07_F012,所以我可以塑造年轻的思想。夫人？那是我妈妈。,So I get to mold young minds. Mrs.?  That's my mother.
Ses01F_impro07_M015,你必须结婚。嗯，你已经和查克结婚了。你是纳什夫人。不要把它和流行的调味品达夫夫人搞混了。,You have to get married.  Well you are married to Chuck.  You're Mrs. Nash.  Not to be confused with Mrs. Dash which is the popular seasoning.
Ses01F_impro07_F013,我会像-哦。对，对，对。,"I would be like- Oh. Right, right, right."
Ses01F_impro07_M016,纳什夫人。虽然如此，那真是太棒了。,"Mrs. Nash.  That's so awesome, though."
Ses01F_impro07_F014,是的。是的，我很兴奋。万岁。然后一旦我毕业了，我就会成为百万富翁，你明白吗？因为这就是它的运作方式。,"Yeah. Yeah I'm excited. Hooray.  And then I'll be a millionaire once I graduate, you understand? Because that's the way it works."
Ses01F_impro07_M017,耶...学校很有趣。,Yay...School's fun.
Ses01F_impro07_M018,当然，没错。那就是作为学生的真正赚钱之处。,"Of course, right.  That's where the real money is, being a student."
Ses01F_impro07_F015,是的。完全正确。【笑声】,Yeah.  Totally. [LAUGHTER]
Ses01F_impro07_M019,这就是你赚大钱的方式。你在搞弄这把椅子吗？不要毁坏它。,That's how you get the big bucks.  Are you messing with the chair? Don't ruin it.
Ses01F_impro07_F016,我知道。我整个时间都搞得一团糟。我做的最后三件事，我觉得都把一切都毁了。嗯。是的。,"I know. I made such a mess of it, the entire time.  The last three things I've done, I've ruined everything, I think. Mm-hmm.  Yeah."
Ses01F_script03_2_M000,我们当时年轻得多。,We were very much younger then.
Ses01F_script03_2_F000,而且非常愚蠢。,And very much sillier.
Ses01F_script03_2_M001,然而，我相信那场争吵的真正原因是彼得·伯登。,However I believe the real cause of that row was Peter Burden.
Ses01F_script03_2_F001,哦，你知道那里面什么都没有。,Oh.  You knew there was nothing in that.
Ses01F_script03_2_M002,我对这种事情一无所知。你从他那里拿了礼物。,I knew nothing of the sort.  You took presents from him.
Ses01F_script03_2_F002,礼物？只是一个微不足道的小胸针。,"Presents?  It was only a trivial, little brooch."
Ses01F_script03_2_M003,它上面布满了钻石。而且还是最糟糕的品味。,"It was bristling with diamonds.  In the worst possible taste, too."
Ses01F_script03_2_F003,它不是。我仍然拥有它，并且经常穿着它。它非常漂亮。,"It was not.  I still have it, and I wear it often.  It is very pretty."
Ses01F_script03_2_M004,你特意为了折磨我而去纠缠彼得·伯登。,You went out of your way to torture me over Peter Burden.
Ses01F_script03_2_F004,我没有。你在嫉妒的想象中编造了整件事。,I did not.  You worked that whole thing up in your jealous imagination.
Ses01F_script03_2_M005,嗯，你让他亲吻你了，是吗？你说你做了。,"Well, you let him kiss you, huh?  You said you did."
Ses01F_script03_2_F005,好吧，那又怎样？,"Well, what of it?"
Ses01F_script03_2_M006,这有什么关系？,What of it?
Ses01F_script03_2_F006,它给了他很多快乐，而且没有伤害到我。,It gave him a lot of pleasure and it didn't hurt me.
Ses01F_script03_2_M007,关于我呢？,What about me?
Ses01F_script03_2_F007,如果你不那么多疑和爱管闲事，你就永远不会知道这件事。,"If you hadn't been so suspicious and nosey, you never would have known a thing about it."
Ses01F_script03_2_M008,这是一个很好的观点，我必须说。,"That's a nice point of view, I must say."
Ses01F_script03_2_F008,哦，亲爱的。我对这个对话感到无聊。,Oh dear.  I'm bored with this conversation.
Ses01F_script03_2_M009,我也是。我无聊得要命。[垃圾] 你想要一些白兰地吗？,So am I.  I'm bored stiff. [GARBAGE]  Do you want some brandy?
Ses01F_script03_2_F009,不，谢谢。,No.  Thank you.
Ses01F_script03_2_M010,我想我会点一点。,"I'll have a little, I think."
Ses01F_script03_2_F010,我不知道你为什么还想要，你已经喝了三杯了。,"I don't know why you'd want any, you've already had three glasses."
Ses01F_script03_2_M011,没有特别的原因。无论如何，它们都是非常小的。,"No particular reason.  Anyhow, they are very small ones."
Ses01F_script03_2_F011,我只是觉得对这样的事情继续不断地纠缠下去很愚蠢。,I just think it's silly to go on and on and on about such a thing.
Ses01F_script03_2_M012,你几乎不能把三杯酒称为整个晚上，一直喝个不停。,"You can hardly call three glasses of liquor a whole evening long, going on and on and on."
Ses01F_script03_2_F012,这已经成为你的习惯了。,It's become a habit with you.
Ses01F_script03_2_M013,哦，别那么自大。只是因为你此刻碰巧不想要一个而已。,Oh.  Don't be so grand.  Just because you don't happen to want one at the moment.
Ses01F_script03_2_F013,不要傻。,Don't be stupid.
Ses01F_script03_2_M014,真的，阿曼达。,"Really, Amanda."
Ses01F_script03_2_F014,什么？,What?
Ses01F_script03_2_M015,什么都没有。,Nothing.
Ses01F_script03_2_M016,你要出去哪里，亲爱的？,"you going out somewhere, dear?"
Ses01F_script03_2_F015,不，我只是让自己对你有吸引力。,No.  I am just making myself fascinating for you.
Ses01F_script03_2_M017,那个回复让我心碎了。,That reply has broken my heart.
Ses01F_script03_2_F016,哦，吸引男人是女人的责任。,Oh.  It's a woman's duty to allure the man.
Ses01F_script03_2_M018,事实上，是的，那是完全正确的。,"Well as a matter of fact, yes, that's perfectly true."
Ses01F_script03_2_F017,不，不是这样的。,No it isn't.
Ses01F_script03_2_M019,是的，是的。,Yes it is.
Ses01F_script03_2_F018,你闭嘴。,You shut up.
Ses01F_script03_2_M020,哦，真的吗。很遗憾你没有任何白兰地，它会让你少一点不愉快。,"Oh really.  It's a pity you didn't have any brandy, it would have made you a little less disagreeable."
Ses01F_script03_2_F019,很有趣，它对你没有产生如此奇迹的效果。,It's funny it hasn't worked such wonders for you.
Ses01F_script03_2_M021,咔嚓，咔嚓，咔嚓。你知道你就像一条小蝰蛇。,"Snap, snap, snap.  You know you are like a little adder."
Ses01F_script03_2_F020,加法器不会咬人，它们会刺人。,"Adders don't snap, they sting."
Ses01F_script03_2_M022,胡说八道。他们的牙齿后面有一袋毒液，他们会咬人。他们会咬人。,Nonsense.  They have a bag of venom behind their fangs and they snap. They snap.
Ses01F_script03_2_F021,它们会蜇人。我不在乎。你明白吗？我不在乎它们是否会叫，是否会像圈圈一样滚来滚去。,They sting. I don't care.  Do you understand?  I don't care if they bark and they roll about like hoops.
Ses01F_script03_2_M023,你在我们离婚后还经常见到Peter Burden吗？,Did you see much of Peter Burden after our divorce?
Ses01F_script03_2_F022,是的，我做了，相当多。,"Yes I did, quite a lot."
Ses01F_script03_2_M024,我猜你让他亲吻你的次数比我多得多。是的，我猜你们玩得很疯狂，对吗？完全放纵，没有任何约束。嗯，其实你从来就没有太多约束。,"And I suppose you let him kiss you a good deal more than, too. Yes.  I suppose you guys had a riotous time, huh?  All out, no restraint at all.  Well, you never really had much anyhow."
Ses01F_script03_2_F023,管好你自己的事。,Mind your own business.
Ses01F_script03_2_F024,你真是讨人厌，我猜是因为你喝醉了。,"You're quite insufferable, I expect it's because you are drunk."
Ses01F_script03_2_M025,我觉得我一点都没有喝醉。,I think I am not in the least bit drunk.
Ses01F_script03_2_F025,你一直都有一个脑袋不太好的问题。,You've always had a weak head.
Ses01F_script03_2_M026,我想我之前提到过，整个晚上我一直在喝三分钟的酒杯。一个两岁的孩子不可能因此而醉。,I think I mentioned once before that I've had three minute liquor glasses the whole evening long.  A child of two cannot get drunk on that.
Ses01F_script03_2_F026,相反，一个两岁的孩子只喝一杯白兰地就会醉得厉害。,"On the contrary, a child of two can get violently drunk on only one glass of brandy."
Ses01F_script03_2_M027,这非常有趣，阿曼达。四岁的孩子怎么样？六岁的孩子呢？还是九岁的孩子？我们可以就这个话题展开一次很有意思的对话，你知道的，这些孩子们有时候会很冲动。,"That's very interesting Amanda. How about a child of four?  Or a child of six?  Or a child of nine? We can get a good little conversation going on about this, you know, intemperate tots."
Ses01F_script03_2_F027,哦，闭嘴。,Oh shut up.
Ses01F_script03_2_F028,闭嘴。,Shut up.
Ses01F_script03_2_F029,亲爱的，不是很有趣。你为什么不再喝点白兰地呢？,"Not very funny, darling.  Why don't you have some more brandy."
Ses01F_script03_2_M028,[笑声] 这是一个非常好的主意。我想我会这样做。,[LAUGHTER] That's a very good idea.  I think I will.
Ses01F_script03_2_M029,看着，你最好把那个关掉。我不想把楼上的人吵醒。,"Look, you better turn that off. I don't want to wake up the people upstairs."
Ses01F_script03_2_F030,为什么？,Why?
Ses01F_script03_2_F031,楼上没有人，那是一个摄影师的工作室。,There are no people upstairs; it's a photographer's studio.
Ses01F_script03_2_M030,那么你会吵醒楼下的人。,Well then you'll wake up the people downstairs.
Ses01F_script03_2_F032,他们在突尼斯。,They are away in Tunis.
Ses01F_script03_2_M031,这不是突尼斯的时候。,This is no time of year for Tunis.
Ses01F_script03_2_F033,请再次打开它。,"Turn it on again, please."
Ses01F_script03_2_M032,我不会做这样的事情。,I will do no such thing.
Ses01F_script03_2_F034,好吧，如果你坚持要粗鲁和愚蠢的话。,Fine if you insist on being boorish and idiotic.
Ses01F_script03_2_M033,你能把那个关掉吗，它让我发疯了。,"Will you turn that off, it's driving me mad."
Ses01F_script03_2_F035,你太易怒了，试着控制自己。,"You are far too temperamental, try to control yourself."
Ses01F_script03_2_M034,关掉它。,Turn it off.
Ses01F_script03_2_F036,我不会的。放开我，放开我。听着，听着？我受够了听你说话，你这个虐待狂恶霸。,"I won't.  Let go, let go of me. Listen, listen?  I'm sick and tired of listening to you, you sadistic bully."
Ses01F_script03_2_M035,阿曼达，听着，听着。,"Amanda, listen, listen."
Ses01F_script03_2_M036,哦，那确实非常有趣。,Oh.  That's very amusing indeed.
Ses01F_script03_2_F037,哦，闭嘴。放手。我讨厌你，我讨厌你。你听到了吗？你自负、专横而且完全不可理喻。,"Oh shut up.  Let go.  I hate you, I hate you.  Do you hear?  You are a conceited and overbearing and utterly impossible."
Ses01F_script03_2_M037,你是一个卑鄙、脾气暴躁、放荡不羁、邪恶的小兽，只要我活着，我再也不想见到你。,"You are a vile, ill-tempered, loose living, wicked little beast and I never want to see you again as long as I live."
Ses01F_script03_2_F038,这是结局。你听到我说话了吗？最终和永远。,This is the end.  Do you hear me?  Finally and forever.
Ses01F_script03_2_M038,你不能这样去。,You're not going like this.
Ses01F_script03_2_F039,哦。是的，我是。,Oh.  Yes I am.
Ses01F_script03_2_M039,你不是。,You're not.
Ses01F_script03_2_F040,是的，我是。停下。停下。放开我。哦。你是个残忍的恶魔。我憎恨你。再嫁给你？永远不会，永远不会，永远不会。我希望你在痛苦中死去，你这个野兽。,"Yes I am.   Stop it. Stop it.  Let go of me. Oh.  You're a cruel fiend.  I loathe and I hate you. Marry you again?  Never, never, never. I hope you die in torment, you brute beast cad."
Ses01F_script03_2_M040,闭嘴。闭嘴。天啊，就算你跪在我面前再回来，我也不会再嫁给你。你是个恶劣、脾气暴躁、刻薄的小贱人，我一辈子都不想再见到你。,"Shut up. Shut up. God, I wouldn't marry you again if you came crawling back to me on a bended knee.  You are a vile, ill-tempered, mean little wench and I never want to see you again as long as I live."
Ses01M_impro02_M000,嘿，乔伊，请进来。,"Hey, Joy come in here."
Ses01M_impro02_F000,发生了什么事？,What's happening?
Ses01M_impro02_M001,我必须回去。,I have to go back.
Ses01M_impro02_M002,我刚收到一封信，我必须回去。,I just got a letter I have to go back.
Ses01M_impro02_F001,什么时候？,When?
Ses01M_impro02_M003,明天早上的第一件事。,First thing tomorrow morning.
Ses01M_impro02_F002,你在开玩笑吗？,Are you kidding me?
Ses01M_impro02_F003,如何...,How...
Ses01M_impro02_M004,我不明白，我不明白--,"I don't understand, I don't underst--"
Ses01M_impro02_F004,他们怎么能这样做？,How can they do that?
Ses01M_impro02_M005,他们可以做到。,They can do it.
Ses01M_impro02_F005,他们说你至少在家四年。,They said you're home for at least four years.
Ses01M_impro02_M006,我猜他们能做到。,"I guess they can do it,"
Ses01M_impro02_M007,国民警卫队我猜真的很紧张，然后每个人都必须去。我们都必须回去，我整个公司都要回去。,"The National Guard is I guess really spread thin and then everyone has to go.  We all have to go back, my whole companies going back."
Ses01M_impro02_F006,[呼吸],[BREATHING]
Ses01M_impro02_F007,那不公平。,That's not fair.
Ses01M_impro02_M008,我简直不敢相信。我刚刚回来。,I can't believe it. I just got back.
Ses01M_impro02_M009,所以，是的，我们明天离开...,"So yeah, we leave tomorrow..."
Ses01M_impro02_F008,[呼吸],[BREATHING]
Ses01M_impro02_M010,...我们都要出发了。,...we're all shipping out.
Ses01M_impro02_M011,我刚刚得到了，我感觉好像我在震惊中。,I just got I feel like I'm in shock actually.
Ses01M_impro02_F009,我甚至不知道该告诉你什么。,I don't even know what to tell you.
Ses01M_impro02_M012,我不知道。,I don't know.
Ses01M_impro02_F010,生日派对怎么样？,What about the birthday party?
Ses01M_impro02_M013,我猜你只能在没有我的情况下拥有它。,I guess you're just going to have to have it without me.
Ses01M_impro02_M014,嘿，听着，虽然情况可能会好起来，没问题吧？,"Hey listen, it's going to be okay though, all right?"
Ses01M_impro02_M015,你会没事的。,You're going to be fine.
Ses01M_impro02_F011,我？我不担心我自己。,Me?  I'm not worried about me.
Ses01M_impro02_M016,我也会好的，好吗？,"I'm going to be fine too, okay?"
