name,openset
sample_00001378,"['sad', 'disappointed']"
sample_00001383,"['happiness', 'positivity', 'satisfaction']"
sample_00001389,"['complaint', 'dissatisfaction']"
sample_00001393,"['worry', 'anxiety']"
sample_00001411,"['angry', 'annoyed']"
sample_00001416,"['happy', 'satisfied']"
sample_00001421,"['anger', 'freedom', 'satisfaction', 'dissatisfaction']"
sample_00001426,"['not interested', 'alienation']"
sample_00001433,"['happiness', 'excitement', 'satisfaction']"
sample_00001437,"['pain', 'trouble']"
sample_00001440,"['decisive', 'confidence']"
sample_00001453,"['happy', 'satisfied']"
sample_00001455,"['energetic', 'excited', 'confident']"
sample_00001468,"['excited', 'surprised', 'interesting']"
sample_00001492,"['angry', 'disappointed']"
sample_00001500,"['anxiety', 'worry']"
sample_00001515,['angry']
sample_00001521,"['confused', 'worried']"
sample_00001539,"['positive', 'satisfied']"
sample_00001557,"['joy', 'worry', 'sadness', 'passion', 'trouble']"
sample_00001580,"['unease', 'worry']"
sample_00001586,"['grateful', 'satisfied']"
sample_00001589,"['anxiety', 'worry']"
sample_00001614,"['troubled', 'sadness']"
sample_00001619,"['angry', 'uneasy']"
sample_00001620,"['guilty', 'remorseful']"
sample_00001629,[]
sample_00001636,"['relax', 'satisfied']"
sample_00001641,"['angry', 'indignant']"
sample_00001642,"['happy', 'joyful', 'grateful']"
sample_00001652,"['discontent', 'irritable']"
sample_00001655,"['angry', 'hostile']"
sample_00001679,"['confused', 'uncertain', 'anxious']"
sample_00001681,"['angry', 'confused']"
sample_00001693,"['determination', 'pressure', 'anxiety', 'serious', 'focus']"
sample_00001697,"['relax', 'steady']"
sample_00001717,"['appreciative', 'satisfied']"
sample_00001720,"['excited', 'proud']"
sample_00001731,"['resolutely', 'confidence']"
sample_00001732,"['sad', 'concerned', 'thinking']"
sample_00001749,"['confused', 'dissatisfied']"
sample_00001751,"['dissatisfaction', 'refuse']"
sample_00001755,"['confused', 'embarrassed']"
sample_00001756,"['anticipation', 'curiosity', 'fascination']"
sample_00001760,['negative']
sample_00001762,"['angry', 'displeased']"
sample_00001766,"['guilt', 'regret']"
sample_00001774,"[""don't believe"", 'doubt']"
sample_00001776,"['thinking', 'positive', 'strong', 'calm', 'composed']"
sample_00001786,"['powerful', 'positive']"
sample_00001797,"['thinking', 'serious']"
sample_00001807,"['happy', 'positive']"
sample_00001811,"['shocked', 'nervous', 'intense emotions', 'surprised']"
sample_00001817,"['joyful', 'excited', 'relaxed', 'happy', 'comfortable']"
sample_00001823,"['focus', 'worry']"
sample_00001826,"['happy', 'joyful']"
sample_00001832,"['worry', 'anxiety']"
sample_00001841,"['self-blame', 'guilt']"
sample_00001846,"['angry', 'shocked']"
sample_00001868,"['nervous', 'meaningful']"
sample_00001871,"['sad', 'troubled']"
sample_00001890,"['anger', 'fear']"
sample_00001904,"['happy', 'satisfied']"
sample_00001920,"['curious', 'surprised', 'energetic', 'mischievous', 'potentially active']"
sample_00001921,"['eager', 'anxious']"
sample_00001932,"['angry/displeased', 'disappointed/depressed']"
sample_00001942,"['angry', 'frustrated']"
sample_00001946,"['happy', 'joyful']"
sample_00001948,"['happy', 'satisfied']"
sample_00001959,"['pressure', 'sadness']"
sample_00001984,"['happy', 'honored', 'entertainment']"
sample_00002021,"['positive', 'satisfied']"
sample_00002041,"['frustrated', 'exhausted']"
sample_00002055,"['angry', 'surprised']"
sample_00002058,"['anger', 'sadness', 'disgust', 'pain', 'overwhelming pressure']"
sample_00002070,"['tense', 'focused', 'serious', 'determined']"
sample_00002078,"['angry', 'displeased']"
sample_00002087,"['discontent or frustrated', 'calm or neutral']"
sample_00002094,"['care', 'worry']"
sample_00002097,['angry']
sample_00002099,['angry']
sample_00002132,"['energetic', 'excited', 'positive']"
sample_00002142,"['happy', 'positive', 'satisfied']"
sample_00002148,"['warm', 'grateful']"
sample_00002180,"['angry', 'passive', 'confident']"
sample_00002181,"['happy', 'excited']"
sample_00002183,"['happy', 'proud', 'joyful', 'satisfied']"
sample_00002187,"['confused', 'inferior', 'frustrated', 'surprised']"
sample_00002212,"['sad', 'angry', 'depressed']"
sample_00002220,"['self-blame', 'depressed']"
sample_00002223,"['sad', 'shocked']"
sample_00002238,"['thinking', 'heavy']"
sample_00002244,"['angry', 'depressed']"
sample_00002253,"['happy', 'entertainment']"
sample_00002254,"['happy', 'excited']"
sample_00002259,"['happy', 'satisfied']"
sample_00002277,"['calm', 'relax']"
sample_00002280,['anxiety']
sample_00002283,"['angry', 'disappointed']"
sample_00002292,"['anxiety', 'worry']"
sample_00002298,"['angry', 'displeased']"
sample_00002303,"['happy', 'satisfied']"
sample_00002306,"['happy', 'satisfied']"
sample_00002311,"['confession', 'shameful']"
sample_00002316,['angry']
sample_00002325,"['excited', 'looking forward']"
sample_00002329,"['happy', 'relaxed']"
sample_00002337,"['happy', 'sad']"
sample_00002339,"['focused', 'attentive', 'serious']"
sample_00002348,[]
sample_00002374,"['confused', 'nervous', 'displeased']"
sample_00002394,"['angry', 'displeased']"
sample_00002419,"['reflection', 'loneliness', 'contemplation', 'introspection']"
sample_00002420,"['angry', 'displeased']"
sample_00002444,['love-related']
sample_00002448,"['confident', 'positive']"
sample_00002449,"['happy', 'satisfied']"
sample_00002465,"['pressure', 'determination', 'focused', 'serious']"
sample_00002466,['sad']
sample_00002475,"['pain', 'sadness']"
sample_00002476,"['sympathy', 'disappointment', 'sadness', 'concern']"
sample_00002477,"['disappointed', 'deceived']"
sample_00002486,"['confused', 'doubtful']"
sample_00002504,"['confused', 'disappointed']"
sample_00002511,"['angry', 'disappointed']"
sample_00002514,"['sadness', 'focus', 'thinking']"
sample_00002518,['hope']
sample_00002536,"['happy', 'satisfied']"
sample_00002544,"['angry', 'displeased']"
sample_00002550,"['confused', 'contradiction']"
sample_00002563,"['confused', 'displeased']"
sample_00002565,"['unexpected', 'surprised']"
sample_00002666,"['confused', 'surprised']"
sample_00002682,"['anger', 'displeasure', 'concern', 'worry']"
sample_00002684,"['happy', 'satisfied']"
sample_00002709,['angry']
sample_00002758,"['anxiety', 'worry']"
sample_00002783,"['confused', 'uncertain']"
sample_00002785,"['happiness', 'satisfaction']"
sample_00002789,"['angry', 'displeased']"
sample_00002958,['angry']
sample_00002968,"['focused', 'positive', 'willing to help others', 'determined']"
sample_00002977,"['angry', 'displeased', 'disappointed']"
sample_00002982,"['angry', 'depressed']"
sample_00003001,"['happy', 'positive', 'free']"
sample_00003025,"['calm', 'respect', 'worry']"
sample_00003049,"['pressure', 'anxiety']"
sample_00003058,"['happy', 'uncomfortable', 'unsatisfied', 'satisfied']"
sample_00003062,"['happy', 'fun']"
sample_00003084,"['distrust', 'suspicion']"
sample_00003116,"['happy', 'relax']"
sample_00003127,"['confident', 'satisfied']"
sample_00003134,"['angry', 'warning']"
sample_00003159,"['angry', 'indignant']"
sample_00003211,['angry']
sample_00003238,"['dissatisfied', 'disappointed']"
sample_00003239,"['stress', 'uneasy', 'anxious', 'distressed', 'negative']"
sample_00003253,"['happy', 'satisfied']"
sample_00003284,"['surprised', 'worried']"
sample_00003296,"['pain', 'worry', 'fear', 'concern']"
sample_00003298,"['funny', 'annoyed', 'uncomfortable', 'surprised']"
