name,chinese,english
0h-zjBukYpk_7,我必须承认，休·杰克曼一直是扮演金刚狼的最佳选择。,NOW HUGH JACKMAN WAS ALWAYS THE BEST CHOICE TO PLAY WOLVERINE I WILL ADMIT THAT
0h-zjBukYpk_8,在我看来，他的表演完全撑起了这部电影。,AND IN MY OPINION HE CARRIED THE MOVIE FINE
0h-zjBukYpk_9,你什么都不懂，真是太好了,YOU KNOW NOTHING GREAT
0h-zjBukYpk_10,但你知道他做了这件事,BUT YOU KNOW HE DID IT
0h-zjBukYpk_11,他是电影的明星,HES A STAR OF THE MOVIE
0h-zjBukYpk_12,没有什么特别的,NOTHING SPECIAL
0h-zjBukYpk_13,他携带了它,HE CARRIED IT
0h-zjBukYpk_14,这是一个聪明的举动，因为你知道你必须是真正的漫画书迷才能理解他的名字应该是什么。,WHICH IS A SMART MOVE SINCE YOU KNOW YOU HAVE TO BE REAL COMIC BOOK FAN TO GET WHAT HES NAME IS SUPPOSED TO BE
0h-zjBukYpk_15,但这非常自明,BUT ITS PRETTY SELFEXPLANATORY
0h-zjBukYpk_16,我其实认为利夫·施瑞博是个好演员。,UM I ACTUALLY THINK THAT LIEV SCHREIBER IS A GOOD ACTOR
0h-zjBukYpk_17,他几乎和《抵抗》中的这个角色长得一模一样。,AND HE ALMOST LOOKS EXACTLY THE SAME AS THIS CHARACTER IN DEFIANCE
0h-zjBukYpk_18,我是说，就像他太懒得脱下那套服装或者什么的。,I MEAN IT WAS LIKE HE WAS TOO LAZY TO TAKE OFF THE COSTUME OR SOMETHING
0h-zjBukYpk_19,现在其他表演都处于边缘状态,NOW OTHER PERFORMANCES ARE BORDERLINE
0h-zjBukYpk_20,好的，但是在这部电影中，最引人注目的两个大角色无疑是死侍和盖姆比特。,OK BUT THE TWO BIG CHARACTER APPEARANCES IN THIS MOVIE ARE EASILY DEADPOOL AND GAMBIT
0h-zjBukYpk_21,实际上，我非常喜欢他。,ACTUALLY I LIKED HIM A LOT
0h-zjBukYpk_22,我原以为他扮演那个穷困潦倒的角色做得很好。,AND I THOUGHT HE MADE A GOOD ACTOR FOR THE DEAD POOR CHARACTER
0h-zjBukYpk_23,现在他在开始时就看到了那真正打动我的东西,NOW HES SEEN AT THE BEGINNING THAT REALLY SOLD ME
0h-zjBukYpk_24,我是说那真的很令人印象深刻,I MEAN THAT WAS IMPRESSIVE
0h-zjBukYpk_25,我喜欢那个场景，他手里有一把剑，周围是一群准备向他开枪的人，砰砰砰砰，把他打倒，把他打倒，砰砰砰砰砰，用我的魔法剑反击。,I LIKED THAT SCENE WHERE HE HAD A SWORDS IN THERE AND THERES BUNCH OF PEOPLE THAT ARE GONNA SHOOT HIM BOOM BOOM BOOM BOOM TAKE HIM DOWN TAKE HIM DOWN BAM BAM BAM BAM BAM TAKE THAT WITH MY MAGICAL SWORDS
1DmNV9C1hbY_1,但对于这个，我就是不想做,BUT FOR THIS ONE I JUST DIDNT FEEL LIKE IT
1DmNV9C1hbY_2,我非常喜欢第一部《阿尔文和花栗鼠》电影。,UM I LOVED THE VERY FIRST ALVIN AND THE CHIPMUNKS MOVIE
1DmNV9C1hbY_3,因为它有一种真实的怀旧感,BECAUSE IT HAD A REAL NOSTALGIC FEEL TO IT
1DmNV9C1hbY_4,它让我想起了周六早上起床吃水果圈并看动画片的情景。,IT REMINDED ME OF GETTING UP ON A SATURDAY MORNING AND EATING FRUIT LOOPS AND UM WATCHING CARTOONS
1DmNV9C1hbY_5,但是你知道，对于这个，我就是不在乎。,BUT YOU KNOW FOR THIS ONE I JUST DIDNT CARE
1DmNV9C1hbY_6,嗯，我看不出他们有什么理由需要把第一部的反派角色再次带回来。,UM I SAW NO REASON WHY THEY NEEDED TO BRING BACK THE VILLAIN FROM THE FIRST ONE
1DmNV9C1hbY_7,而且呃，预告片让电影看起来真实又可爱,AND UM WHILE THE TRAILER MADE THE FILM LOOK REAL NICE AND CUTE
1DmNV9C1hbY_8,它就是平的,IT WAS JUST FLAT
1DmNV9C1hbY_9,我确定孩子们会喜欢的。,UM IM SURE KIDS ARE GONNA LOVE IT
1DmNV9C1hbY_10,孩子们肯定会喜欢这部电影的。,KIDS ARE GONNA LOVE THE FILM
1DmNV9C1hbY_11,但对我来说，我只是有点无聊。,BUT FOR ME I WAS JUST A LITTLE BORED
1DmNV9C1hbY_12,当然，在电影的混剪中有一些可爱的金钱部分。,SURE THERE WERE CUTE MONEY PARTS IN THE MIXTING OF THE FILM
1DmNV9C1hbY_13,但除此之外，我不知道。,BUT OTHERWISE I DONT KNOW
1DmNV9C1hbY_14,我甚至都不在乎它,I DIDNT EVEN CARE FOR IT
1iG0909rllw_1,我原本以为他们很普通,AND I THOUGHT THEY WERE AVERAGE
1iG0909rllw_2,让我们面对现实，他们真的不是杰作。,LETS FACE IT THEY ARE REALLY NOT MASTER PIECES
1iG0909rllw_3,我觉得由凯瑟琳·哈德维克执导的《暮光之城》实际上非常令人愉快。,I THOUGHT TWILIGHT DIRECTED BY CATHERINE HARDWICKE WAS ACTUALLY REALLY RATHER ENJOYABLE
1iG0909rllw_4,呃，我的意思是，显然它有它的缺点。,UM I MEAN OBVIOUSLY IT HAD ITS FLAWS
1iG0909rllw_5,但从电影的角度来看，我认为它相当不错。,BUT CINEMATICLY I THOUGHT IT WAS GOOD QUITE GOOD
1iG0909rllw_6,它是愉快的,IT WASIT WAS ENJOYABLE
1iG0909rllw_7,我听说克里斯·魏茨要开始拍摄《新月》，我并没有太多思考，因为菲利普·普尔曼的《黄金罗盘》已经造成了破坏。,I WASNT THINKING ON HEARING THAT CHRIS WEITZ WAS GONNA START THE NEW MOON BECAUSE OF THE DESTRUCTION THAT WAS PHILLIP PULLMAN THE GOLDEN COMPASS
1iG0909rllw_8,我认为那部电影很糟糕,I THOUGHT THAT FILM WAS AWFUL
1iG0909rllw_9,我并不真正知道从新月那里期待什么，至于他的指导方向。,AND I I DIDINT REALLY KNOW WHAT TO EXPECT FROM NEW MOON UM IN TERMS OF HIS DIRECTION
1iG0909rllw_10,总的来说，新月只是一部平平无奇的电影。,OVERALL NEW MOON WAS IT WAS OK JUST AVERAGE
1iG0909rllw_11,事情是，这是对书的非常好的翻译。,THE THING IS ITS A VERY GOOD TRANSLATION OF THE BOOK
1iG0909rllw_12,它非常非常忠于原著,ITS VERY VERY LOYAL TO THE BOOK
1iG0909rllw_13,我真的很感激那份忠诚,AND I REALLY APPRECIATE THAT LOYALTY
1iG0909rllw_14,然而，正是这种对原始来源的忠诚，使其带有缺陷。,UM HOWEVER IT IS THIS LOYALTY TO THE ORIGINAL SOURCE THAT GIVES IT ITS FLAWS
1iG0909rllw_15,并且这本书并不一定是有史以来最令人激动的书。,AND THE BOOK IS NOT NECESSARILY THE MOST THRILLING BOOK EVER
1iG0909rllw_16,我是说整个XXX都是贝拉·斯旺（由克里斯汀·斯图尔特饰演）在完全沮丧中四处游荡。,I MEAN THE ENTIRE XXX IS BELLA SWAN KRISTEN KRISTENS STEWARDS CHARACTER MOBBING AROUND COMPLETELY DEPRESSED
1iG0909rllw_17,我会说，这并不是我读过的最好的、最令人激动的书。,IT WASNT REALLY THE BEST THE MOST THRILLING READ EVER ILL SAY THAT
1iG0909rllw_18,所以总的来说，即使《新月》有了更大更好的预算，嗯，它还是太长了。,SO OVERALLNEW MOON EVEN WITH THE BIGGER BETTER BUDGETS HUH IT WAS STILL TOO LONG
1iG0909rllw_19,那些充满焦虑的时刻被无限放大，尽可能地被拉长和深化。,THE ANGSTY TOO ANGSTY MOMENTS WITHDRAWN OUT TO THE MAX AS FAR AS THAY CAN GO
1iG0909rllw_20,而剧本则通过对话揭示了所有关键情节和角色的情感。,AND THE SCRIPT IT LEFT ALL THE KEY PLOTS AND EMOTION FROM THE CHARACTERS TO BE EXPOSED THROUGH DIALOGUE
1iG0909rllw_21,我认为是《帝国杂志》对《新月》的评论中说，克里斯汀非常依赖频繁眨眼的技巧，她确实经常这么做。,I THINK IT WAS EMPIRE MAGAZINES REVIEW OF NEW MOON THAT SAID THAT KRISTEN RELIED HEAVILY ON THE TACTIC OF TACTIC OF BLINKING A LOT WHICH SHE REALLY DOES DO A LOT
1iG0909rllw_22,但是，对于罗伯·帕丁森饰演的爱德华和泰勒·洛特纳饰演的雅各布来说也是一样，他们总是皱着眉头，我是一个有男子气概的人，我皱眉。,BUT AT THE SAME GOES FOR ROB PATTINSON AS EDWARD AND TAYLOR LAUTNER AS JACOB THEY DO A LOT OF FROWNING IM A MANLY MAN AND I FROWN
1iG0909rllw_23,在这一刻，整个电影院都在大笑。,FOR THE MOMENT IN THIS THE WHOLE CINEMA WAS LAUGHTING
1iG0909rllw_24,而你知道你不应该在笑,AND YOU KNEW YOU SHOULDNT BE LAUGHING
1iG0909rllw_25,我的最喜欢的场景肯定是伏尔图里。,MY FAVORITE SCENE WOULD DEFINATELY BE THE VOLTURI
1iG0909rllw_26,那么，我的屏幕上的胜利（WINS ON SCREEN）被磨损了很多，我是说它们真的被磨损了很多，这真是太遗憾了，因为我认为XXX真的相当好。,UM THEN MY WINS ON SCREEN WISKERS I MEAN THEY WERE REALLY WORN IN A LOTS WHICH IS A SHAME BECAUSE I THOUGHT XXX REALLY RATHER GOOD
1iG0909rllw_27,并且，迈克尔·辛饰演的阿罗也很值得一看，他的表演非常吸引人。,AND UM MICHAEL SHEEN AS ARO AS WELL HE WAS RATHER ENJOYABLE TO WATCH
1iG0909rllw_28,我认为伏尔图里是整部电影中我最感兴趣的部分。,AND I THINK THE VOLTURI THAT WAS MY EXCITING BIT OF THE ENTIRE FILM
1iG0909rllw_29,电影的其余部分就是看克里斯汀四处游荡。,THE REST OF THE FILM WAS JUST WATCHING KRISTEN JUST MOB AROUND
1iG0909rllw_30,那真的很无聊,AND THAT WAS REALLY BORING
2WGyTLYerpo_1,很多人说我真的很喜欢《牛仔与外星人》,MUCH SAY THAT I REALLY ENJOYED COWBOYS AND ALIENS
2WGyTLYerpo_2,有很多的乐趣,THERE WAS A LOT OF FUN
2WGyTLYerpo_3,你们不知道当你们走进名为《牛仔与外星人》的电影时，将会看到什么。,YOU GUYS DONT KNOW WHAT YOURE GONNA GO AND SEE WHEN YOU GO WALK INTO THE MOVIE CALLED COWBOYS AND ALIENS
2WGyTLYerpo_4,如果你期待的是一部艺术性强、严肃的奥斯卡竞争影片，那你就错了。,IF YOURE EXPECTING SOME ARTSY SERIOUS OSCAR CONTENDER THAN YOURE WRONG
2WGyTLYerpo_5,我能想到的唯一奥斯卡奖可能就是最佳摄影奖。,THE ONLY OSCAR THAT I CAN EVEN THING OF IS MAYBE LIKE BEST CINEMATOGRAPHY
2WGyTLYerpo_6,因为这部电影的摄影非常出色,BECAUSE THE CINEMATOGRAPHY IN THIS MOVIE IS GREAT
2WGyTLYerpo_7,也许是最佳视觉效果,AND MAYBE BEST VISUAL EFFECTS
2WGyTLYerpo_8,因为视觉效果相当酷炫,COZ THE VISUAL EFFECTS ARE PRETTY COOL
2WGyTLYerpo_9,但是，你不能期待一部名为《牛仔与外星人》的电影会带来巨大的、超现实的思维扭曲效果。,BUT AGAIN YOU YOU CANT EXPECT A HUGE LIKE SURREAL MIND BENDER FROM THE MOVIE CALLED COWBOYS AND ALIENS YO
2WGyTLYerpo_10,并且它是令人满意的,AND ITS SATISFACTORY
2WGyTLYerpo_11,动作真的非常激烈，这让我感到惊讶。,THE ACTION IS REALLY INTENSE WHICH SURPRISED ME
2WGyTLYerpo_12,我没想到动作会如此激烈,I DIDNT EXPECT THE ACTION TO BE SO INTENSE
2WGyTLYerpo_13,有一些非常激烈的动作场景，尤其是外星人首次入侵的那一幕。,THERES SOME REALLY INTENSE ACTION SCENES ESPECIALLY THE SCENE WHEN THE ALIENS FIRST INVADE
2WGyTLYerpo_14,那个场景简直疯狂。,THAT SCENE IS LIKE CRAZY
2WGyTLYerpo_15,它让我起鸡皮疙瘩,IT GAVE ME CHILLS
2WGyTLYerpo_16,我觉得这非常有趣,I ITS A LOT OF FUN
2WGyTLYerpo_17,动作真的很酷,THE ACTION IS REALLY COOL
2WGyTLYerpo_18,外星人真的很酷,THE ALIENS ARE REALLY COOL
2WGyTLYerpo_19,我喜欢外星人的一点是，他们并非只是依赖科技而隐藏自身弱点的存在。,ONE THING I LIKE WITH THE ALIENS IS THAT A THEY ARE NOT JUST WEAK LINKS THAT HIDE BEHIND THE TECHNOLOGY
2WGyTLYerpo_20,他们非常巨大,THEY ARE HUGE
2WGyTLYerpo_21,他们真的很强大,THEYRE REALLY STRONG
2WGyTLYerpo_22,它们看起来有点吓人,AND THEYRE KIND OF SCARY LOOKING
2WGyTLYerpo_23,我没想到会是这样,I DIDNT EXPECT THAT
2WGyTLYerpo_24,我也喜欢它的直接，不像其他人会隐藏，只露出一点点，比如在现场露出一只手臂或者什么的，不，他们就直接给我们展示了。,AND ALSO I LIKE HOW ITS KIND OF UPFRONT TO SHOW THEM TO US INSTEAD OF HIDING THEM LIKE SHOWING A LITTLE LIKE AN ARM ON SCENE OR SOMETHING NO THEY JUST STRAIGHT UP SHOW IT TO US
2WGyTLYerpo_25,我真的很喜欢那个,AND I REALLY ENJOYED THAT
2WGyTLYerpo_26,当他们做那件事时，真的很酷。,I IT WAS REALLY COOL WHEN THEY DID THAT
2WGyTLYerpo_27,因为外星人看起来真的很酷,COZ THE ALIENS WERE REALLY COOL LOOKING
2WGyTLYerpo_28,丹尼尔·克雷格在这里做得非常好,DANIEL CRAIG DOES A VERY GOOD JOB HERE
2WGyTLYerpo_29,他有点儿模仿无名氏克林特·伊斯特伍德的风格,HE KIND OF CHANNELS THE MAN WITH NO NAME CLINT EASTWOOD
2WGyTLYerpo_30,并且很多人都在说这个,AND A LOT OF PEOPLE HAVE BEEN SAYING THAT
2WGyTLYerpo_31,我认为他在他所做的事情上做得非常好,I THINK HE DOES A GREAT JOB AT WHAT HE DOES
2WGyTLYerpo_32,他真的很糟糕,HES A REALLY BAD ASS
2WGyTLYerpo_33,真的非常非常硬核,IS REALLY REALLY HARD CORE
2WGyTLYerpo_34,他不会接受任何人的胡说八道。,HE DOESNT TAKE CRAP FROM ANYBODY
2WGyTLYerpo_35,他做得真的很好,AND HE DOES A REALLY GOOD JOB
2WGyTLYerpo_36,他的无辜口音也相当有说服力。,ALSO HIS INNOCENT ACCENT IS PRETTY CONVINCING
2WGyTLYerpo_37,哈里森·福特也很棒,HARRISON FORD IS ALSO GOOD
2WGyTLYerpo_38,他以一种颇具娱乐性的表演，展现出类似于城镇领导者的角色。,HES HE GIVES AN ENTERTAINING PERFORMANCE AS THE KIND OF LIKE THE LEADER THE OF THE TOWN
2WGyTLYerpo_39,刚开始他就像个脾气暴躁的老头子,AT FIRST HES JUST KIND OF LIKE GRUMPY OLD GUY
2WGyTLYerpo_40,但他变得更加讨人喜欢,BUT HE BECOMES MORE LIKEABLE
2WGyTLYerpo_41,他的内心世界随着更加讨人喜欢的角色的发展而发展。,HIS GUTS DEVELOPED MORE AS MORE LIKEABLE CHARACTER
2WGyTLYerpo_42,所以你可以关心他,SO YOU CAN CARE ABOUT HIM
2WGyTLYerpo_43,还有奥利维亚·王尔德，她演得很好。,AND ALSOUM OLIVIA WILD SHES PRETTY GOOD
2WGyTLYerpo_44,她很美丽,SHES BEAUTIFUL
2WGyTLYerpo_45,她并不是一个糟糕的演员,AND SHES NOT A BAD ACTOR
2WGyTLYerpo_46,她实际上挺不错的,SHES ACTUALLY PRETTY GOOD
2WGyTLYerpo_47,她现在无处不在。,SHES IN EVERYTHING NOWADAYS
2WGyTLYerpo_48,这里有一些缺陷,THERE ARE SOME FLAWS HERE
2WGyTLYerpo_49,并且存在，但它们并不是巨大的明显的缺陷,AND THERE BUT THEYRE NOT HUGE GLARING FLAWS
2WGyTLYerpo_50,但是它们是明显的缺陷,BUT THEY ARE NOTICABLE FLAWS
2WGyTLYerpo_51,例如，有时候在西方设定中的外星人看起来确实有点傻。,SUCH AS SOMETIMES THE ALIENS IN THE WESTERN SETTING DO LOOK A LITTLE GOOFY
2WGyTLYerpo_52,但我有点预料到这个,BUT I WAS KIND OF EXPECTING THAT
2WGyTLYerpo_53,我并不是它的大粉丝,I WASNT A HUGE FAN OF IT
2WGyTLYerpo_54,我只是觉得这有点傻,I JUST THOUGHT IT WAS KIND OF STUPID
2WGyTLYerpo_55,有时候，它有点偏向于陈词滥调的动作电影领域,AND SOMETIMES IT KIND OF VEERS INTO CLICHE ACTION MOVIE TERRITORY
2WGyTLYerpo_56,像一部叫做《牛仔与外星人》的电影，很多人可能会认为这种设定有些疯狂。,LIKE A MOVIE CALLED COWBOYS AND ALIENS A LOT OF PEOPLE WOULD THINK WOULD BE KIND OF LIKE CRAZY
2WGyTLYerpo_57,但有时它完全偏向陈词滥调的动作电影领域再次出现,BUT SOMETIMES IT JUST VEERS ENTIRELY CLICHE ACTION MOVIE TERRITORY AGAIN
2WGyTLYerpo_58,并非一个巨大的缺陷，但它确实存在并且明显可见。,NOT A HUGE FLAW BUT ITS THERE AND ITS NOTICABLE
2WGyTLYerpo_59,总的来说，我真的很喜欢《牛仔与外星人》。,OVERALL I REALLY ENJOYED COWBOYS AND ALIENS
2WGyTLYerpo_60,我将给它打八分（满分十分）,AND IM GONNA GIVE IT AN EIGHT OUT OF TEN
2WGyTLYerpo_61,真的很有趣,IT WAS REALLY FUN
2WGyTLYerpo_62,一个非常好的时光,A VERY GOOD TIME
2WGyTLYerpo_63,我强烈推荐你去电影院看看。,AND I DEFINATELY RECOMMEND YOU CHECK IT OUT IN THEATERS
2iD-tVS8NPw_1,在我去看《绿灯侠》之前，我一直听到很多批评家基本上就是在左右两边痛斥这部电影。,BEFORE I WENT IN TO SEE THE GREEN LANTERN IVE BEEN HEARING ALL THESE LIKE CRITICS BASICALLY JUST TRASHING THIS MOVIE LEFT AND RIGHT
2iD-tVS8NPw_2,但是我同时也想说，我真的很喜欢这部电影。,BUT I AT THE SAME TIME I DO WANNA JUST SAY THAT I ENJOYED THIS MOVIE
2iD-tVS8NPw_3,我喜欢它本身，你知道的。,I ENJOYED IT FOR WHAT IT WAS YOU KNOW
2iD-tVS8NPw_4,这是一部巨大的壮观电影，非常适合在这个夏天观看，你知道的。,ITS A HUGE SORT OF SPECTACLE MOVIE THAT IS GREAT FOR THIS SUMMER TIME YOU KNOW
2iD-tVS8NPw_5,这是一部你一定会去看的电影。,THIS IS A MOVIE THAT YOURE GONNA GO OUT AND SEE
2iD-tVS8NPw_6,你想要以3D形式观看它,AND YOU WANNA SEE IT IN 3D
2iD-tVS8NPw_7,因为我实际上会说，这可能是我今年看到的第一部电影，你会想要以3D的形式观看，尤其是开场部分。,BECAUSE I I WOULD ACTUALLY SAY THIS PROBABLY IS ONE OF THE FIRST MOVIES THIS YEAR THAT IVE SEEN THIS YEAR THAT YOU WANNA SEE IN 3D ESPECIALLY FOR JUST THE OPENING PORTION
2iD-tVS8NPw_8,它看起来真的很好,IT LOOKS REALLY GOOD
2iD-tVS8NPw_9,而且其余部分看起来也很好,AND THE REST OF IT DOES LOOK GOOD AS WELL
2iD-tVS8NPw_10,我就是觉得看这部电影很有趣,AND I JUST HAD FUN WATCHING THIS MOVIE
2iD-tVS8NPw_11,它并不像一部黑暗的电影或者其他什么的,ITS NOT LIKE A DARK MOVIE OR ANYTHING
2iD-tVS8NPw_12,这非常的轻松愉快,ITS VERY MUCH A LIGHT HEARTED
2iD-tVS8NPw_13,所以这非常适合孩子们，也适合那些只想看到很多爆炸和一些疯狂事情的青少年。,SO ITS PERFECT FOR KIDS AS WELL AS JUST LIKE TEENAGERS AS WELL WHO JUST WANNA SEE A LOT OF EXPLOSIONS AND SOME CRAZY STUFF
2iD-tVS8NPw_14,你知道，在开始之前或者在看预告片之前，我真的对于是否要去看《绿灯侠》感到很犹豫。,AND YOU KNOW GOING INTO IT OR THESE WATCHING THE TRAILERS BEFORE HEAD I WAS REALLY KIND OF HESITANT ABOUT SEEING THE GREEN LANTERN IN THE FIRST PLACE
2iD-tVS8NPw_15,因为它看起来像一部卡通片,BECAUSE IT LOOKS LIKE A CARTOON
2iD-tVS8NPw_16,我并不是特别喜欢所有这些3D角色。,IM NOT REALLY A HUGE FAN OF HAVING LIKE ALL THESE 3D CHARACTERS
2iD-tVS8NPw_17,因为我在想，为什么不就制作这部你知道的电影，这部真人动作电影，并谈论动画片呢？,BECAUSE I THINK WHY NOT JUST MAKE THIS YOU KNOW MOVIE THIS LIVE ACTION MOVIE AND TALK CARTOON
2iD-tVS8NPw_18,那真的是你要走的路线吗？,THATS REALLY THE ROUTE THAT YOURE GONNA GO
2iD-tVS8NPw_19,看起来他们好像要走那条路线,AND IT SEEMED LIKE THEY WERE GONNA GO THAT ROUTE
2iD-tVS8NPw_20,但我认为在绿灯侠的实际力量以及他自身中也存在某种语气，你可以想象任何事物，并将其投射到现实生活中。,BUT I THINK THERE WAS ALSO SOME SORT OF LIKE UM TONE WITHIN THE ACTUAL UM POWERS OF THE GREEN LANTERN AND HIMSELF AND THAT YOU CAN BASICALLY THINK UP OF ANYTHING AND YOU CAN PROJECT THAT INTO THE REAL LIFE
2iD-tVS8NPw_21,我认为拥有这种超能力，几乎就是拥有想象任何事物的能力，这种能力帮助我超越了那些你知道的全部CGI角色和场景。,AND I THINK HAVING THIS SORT OF SUPERPOWER ALMOST THIS POWER TO JUST IMAGINE ANYTHING KIND OF JUST UM HELPED ME GET PASSED THAT YOU KNOW THESE ARE ALL CGI CHARACTERS AND SET
2iD-tVS8NPw_22,这是一个游乐场，也是他们的想象中的游乐场，任何事情都可能发生，这也是使电影充满刺激的原因。,THIS IS A PLAYGROUND AND THEIR IMAGINARY PLAYGROUND AND ANYTHING CAN HAPPEN ANYTHING THAT WHAT ALSO MADE THE FILM EXCITING
2iD-tVS8NPw_23,因为你并不完全知道接下来会发生什么,BECAUSE YOU DONT ENTIRELY KNOW WHATS COMING NEXT
2iD-tVS8NPw_24,但是当你走出电影院时，你会感觉到，嗯，我明白发生了什么，我理解了发生了什么。,BUT THEN YOU KIND OF LIKE WALK OUT OF THE MOVIE AND YOURE LIKE WELL I I GET WHAT HAPPENED I UNDERSTAND WHAT HAPPENED
2iD-tVS8NPw_25,但是，你会为《绿灯侠2》电影做些什么，才能使其现在看起来值得一看呢？,BUT WHAT WHAT WOULD YOU DO FOR GREEN LANTERN MOVIE 2 THAT WOULD BE EVEN LIKE WORTH WHILE NOW
2iD-tVS8NPw_26,因为我是说，如果他能做到所有这些事情，比如你应该如何真正建立一股力量，既可以推动他进入下一个层次，又可以同时摧毁他。,BECAUSE I MEAN IF HES ABLE TO DO ALL OF THIS SORT OF STUFF LIKE HOW YOURE SUPPOSED TO REALLY PUT UP A FORCE THAT CAN PUSH HIM TO THE NEXT LEVEL OR OR DESTROY HIM AT THE SAME TIME
2iD-tVS8NPw_27,并且这确实在某种程度上帮助缓解了这部电影中的主题，即与最终的内在敌人进行战斗，而且潜在的威胁仍然存在。,AND IT DOES KIND OF A LEA HELPS ALLEVIATE WHAT THAT WHOLE WAS IS ABOUT FIGHTING THE ULTIMATE ENEMY WITHIN THIS FIRST MOVIE AND THAT THE THREAT IS STILL THERE POTENTIALLY SPEAKING
2iD-tVS8NPw_28,所以，看他们将如何发展这个问题挺有趣的。,SO ITS KIND OF INTERESTING TO SEE UM WHERE THEYRE GONNA BE GOING WITH THAT
2iD-tVS8NPw_29,我期待着它，我必须说。,IM LOOKING FORWARD TO IT IVE GOT TO SAY
2iD-tVS8NPw_30,这并不是说绿灯侠就是下一个蝙蝠侠：侠影之谜或者黑暗骑士。,ITS NOT LIKE THE GREEN LANTERN IS THE NEXT BATMAN BEGINS OR OR THE DARK NIGHTER
5W7Z1C_fDaE_1,可能是2011年圣丹斯电影节最有勇气的电影之一,PROBABLY ONE OF THE BALLSIEST PROBABLY ONE OF THE BALLSIEST FIMS OD SUNDANCE 2011
5W7Z1C_fDaE_2,真的，描述这部电影最好的方式就是它很大气。,UM AS REALLY THE BEST WAY TO DESCRIBE THIS FILM IS ITS BIG
5W7Z1C_fDaE_3,它的字体是粗体,ITS BOLD
5W7Z1C_fDaE_4,它很强大,ITS STRONG
5W7Z1C_fDaE_5,它发出强大有力的声明,IT MAKES BIG POWERFULS STATEMENTS
5W7Z1C_fDaE_6,它不会保留,IT DOESNT HOLD BACK
5W7Z1C_fDaE_7,从发布方式到表演，再到故事本身，一切都绝对令人印象深刻到了极点。,EVERYTHING FROM THE WAY ITS BEING RELEASED TO THE PERFORMANCES AND TO THE STORY ITSELF IS ABSOLUTELY OVRT THE TOP IMPRESSIVE
5W7Z1C_fDaE_8,并且做得非常好,AND REALLY WELL DONE
5W7Z1C_fDaE_9,这是凯文·史密斯的一个巨大突破。,ITS A HUGE BREAK THROUGH FOR KEVIN SMITH
5W7Z1C_fDaE_10,这完全不同于我们以前看到他做过的任何事情。,ITS COMPLETELY DIFFERENT FROM ANYTHING WEVE EVER SEEN HIM DO BEFORE
5W7Z1C_fDaE_11,约翰·古德曼绝对惊人,JOHN GOODMAN ABSOLUTELY AMAZING
5W7Z1C_fDaE_12,梅丽莎·里奥那微小的笑容会让你感到内心深处的不安。,MELISSA LEO WILL HAVE YOU CREEPED OUT TO YOUR INNER CORE WITH HER TINY LITTLE SMILE
5W7Z1C_fDaE_13,它做得非常好,ITS SO WELL DONE
