name,chinese,english
video_0006_0018,你，你这不是放高利贷吗,You……aren't you a usurer
video_0006_0019,就不讲理了呗,so you just don't make sense?
video_0006_0020,哎，讲什么理吧，规矩是我定的。,"Well, reason? I set the rules."
video_0006_0021,我不一直是你的二货小跟班嘛？,Am I always work as your idiot assistant?
video_0006_0022,你为什么这么对我,Why are you doing this to me
video_0007_0001,这么重要的时候，我怎么能不来啊？,How can I be absent when it is so important?
video_0007_0002,还记得今天是什么日子吗？,Remember what day is today?
video_0007_0003,你有病吧你。,Are you out of your mind?
video_0007_0004,别在这占着茅坑不拉屎,Don't be a dog in the manger
video_0007_0005,今天是姐人生中最倒霉的一天。,Today is the worst day in my life.
video_0007_0006,要是你能多来看我几次，可能会好一点。,"If you can see me a few more times, I might be better."
video_0007_0007,根本不是你们想的那样。,it's not like what you think.
video_0007_0008,都能让你开心的不得了。,it can make you happy.
video_0007_0009,你吃面能不能小点声啊,Can you eat noodles quietly?
video_0007_0010,我是你女儿的朋友，她生病了。,"I am your daughter's friend, she is sick."
video_0007_0011,穿衣服的时候别为了臭美老是穿那么少。,"When wearing clothes, don't always wear so little to show off your body."
video_0007_0012,就算拼，也不拼给你这种既无耻又混蛋的老板。,"Even if I fight, I don't fight for you as a shameless and asshole boss."
video_0008_0001,你的小金鱼有那么重要吗,Is your little goldfish so important?
video_0008_0002,100多里，你赶个屁。,"For more than 100 miles, you can't catch it."
video_0008_0003,大夫说了，要不做手术，她一年都活不过,The doctor said that she would not survive a year without surgery
video_0008_0004,今天我想当面跟你说。,Today I want to tell you face to face.
video_0008_0005,我想看看你今天晚上有没有安排？,I want to see if you have any plans for tonight?
video_0008_0006,要不这样吧，让给我们家做年夜饭的酒店给你们送。,how about asking the hotel that prepares our family's dinner to delivered it for you.
video_0008_0007,回家看电视去了。,Go back home to watch TV.
video_0008_0008,照顾我生意啊,taking care of my business ha?
video_0008_0009,生意生意，你就知道生意。,"Business business, all you know is business."
video_0008_0010,我也不会跟你说下不为例。,I will not tell you not to take the example.
video_0008_0011,花多少钱我都可以的啦。,I can do whatever it takes.
video_0008_0012,该问的也都问了，我们家已经通知监狱了。,"we asked all questions that should be asked , now our family has already informed the prison."
video_0009_0001,姐姐这靴子真是好看。,your boots are really beautiful.
video_0009_0002,妹妹不敢有任何非分之想。,I do not dare to think of anything.
video_0009_0003,以后好好相处便是。,we just get along well in the future.
video_0009_0004,我怀疑有眼线，不安全。,I suspect there is eyeliner and it is not safe.
video_0009_0005,已经安排他进了高家的赌场。,He has been arranged to enter the Gao's casino.
video_0009_0006,我今天赢回了这么多金瓜子，你怎么不高兴啊？,"I won so many money today, why are you upset?"
video_0009_0007,恐怕赵良娣未必与太子妃同心。,I am afraid that Zhao Liangdi may not be concentric with the crown prince.
video_0009_0008,你也觉得奇怪啊，我刚才也觉得奇怪。,"You also feel strange, I also felt strange just now."
video_0009_0009,赵良娣之前因为旭娘的事情与太子殿下狠狠地闹了一场。,Zhao Liangdi had a hard time with His Royal Highness because of Xu Niang's affairs.
video_0009_0010,是赵良娣去了承恩殿，待了有小半日。,It was Zhao Liangdi who went to Cheng'en Hall for a little while.
video_0009_0011,别跟永娘说，我问了话，下去吧。,"Don't tell Yong Niang, I have a talk with you and you can leave now."
video_0009_0012,但是他手脚不利索，偷听了两次就被我的人发现了。,But he is not professional and he was discovered by my people after eavesdropping twice.
video_0009_0013,不论发现什么，我们都要装作不知道。,"Whatever we find, we pretend not to know."
video_0009_0014,我意已决，你不用再劝我。,"I have decided, you don't have to persuade me."
video_0009_0015,只有活着才有机会去弥补一切。,Only when you are alive can you have the opportunity to make up for everything.
video_0009_0016,我不是担心你嘛，就过来看看。,"I'm not worried about you,so I just come and see you."
video_0009_0017,他是一个神仙一般的人。,He is a fairy.
video_0009_0018,我要看看这个神仙一样的人，是不是真的配得上我的明月姐姐,I want to see if this fairy-like person really worthy of my sister Mingyue
video_0009_0019,来什么来，老子偏不信这个邪,I don't believe a word in what they say.
video_0009_0020,今日天气好，瑟瑟就想到姐姐这里来坐。,"Today is a good day, so I want to come and see you."
video_0009_0021,没有，我就穿上这身衣服试试。,"No, I just want to try it on."
video_0009_0022,是我自小随身携带的香，啊，太子殿下，也喜欢这个味道呢。,"It was the incense I carried with me since I was a kid, ah, Your Highness Prince, I also like this smell."
video_0009_0023,你好端端的来这干嘛？他有没有为难你啊,What are you doing here? Did he embarrass you?
video_0009_0024,你这话什么意思啊，我为什么要为难她,"What do you mean, why should I embarrass her"
video_0009_0025,所以我就成了横在他和赵良娣之间最讨厌的人,So I became the most annoying person between him and Zhao Liangdi
video_0009_0026,可是我越想西洲，就越讨厌冷冷清清的东宫,"But the more I think about Xizhou, the more I hate the cold and deserted East Palace"
video_0009_0027,该用张参来离间高相和皇后,You should use Zhang Shen to separate the senior and the queen
video_0009_0028,你们等着，给我等着,"Wait, you will see"
video_0009_0029,哪个王八蛋，敢动老子地盘？,Which bastard dare to cause trouble in my place?
video_0009_0030,那妾身现在就召人准备茶,Then I will call someone to prepare tea
video_0009_0031,你怎么能在陛下面前如此失礼？,How can you be so rude in front of your majesty?
video_0009_0032,衙门却草草掩尸结案，衙门不肯秉公办理啊,"The government office has closed the case, and the government office refused to deal with it impartially."
video_0009_0033,儿臣理应为朝政、为父皇分忧。,I should be responsible for the government and Father Emperor.
video_0009_0034,我也是没有办法才把他带到这里来的。,bring him here is my only choice.
video_0009_0035,到底是谁给朕唱的这一出好戏？,"Who exactly make this good show for me?
"
video_0009_0036,确实很可疑，那此事更要继续查。,"It is indeed very suspicious, so we must continue to investigate this matter."
video_0009_0037,我到现在都没找到一个合适的人选。,I have not found a suitable candidate till now.
video_0009_0038,赵士玄是你娘家人，让他协理也是理所应当的,"Zhao Shixuan is from your mother-in-law's family, and it is reasonable to let him associate"
video_0009_0039,高震如此行事，必有猫腻,"Gao Zhen's behavior is weird, their must be something wrong"
video_0009_0040,高震这个混账王八蛋就一定大事化小，小事化了了。,"Gao Zhen, a bastard, must turn the big deal to a small matter."
video_0009_0041,你让我唱就唱啊。,You really think i will sing if you let me sing?
video_0009_0042,我只会唱这一首。,I can only sing this one.
video_0010_0001,我爸你还不知道，他就那样，对不对,"You know my dad well, he is always like that, right?"
video_0010_0002,他比较自私，你知道吧，我妈，我妈不是以为你走了吗？,"He is selfish, you know, my mom? my mom thought you were gone?"
video_0010_0003,我是说磊儿县城来的，对北京不了解啊，我怕他在学校闹什么笑话你们同学到时候笑他,"Lei comes from the countyside and don't know much about Beijing, I'm afraid he will make jokes at school and his classmates will laugh at him."
video_0010_0004,才好了一天又不回家了，也不跟他们说一声，让咱们在家里干着急，你看。,"It's only one day since the last time he didn't go home, now he do that again and leave us worried at home."
video_0010_0005,方一凡俩人还聊的欢声笑语的，行，哥儿俩处的不错，挺好。,"Fang Yifan's and him are chatting and laughing, okay, they are getting on well, very good."
video_0010_0006,我怕磊儿自卑，又到了一个陌生的环境，还要看别人脸色。,"I'm afraid that Leir's inferiority complex , coming to a strange environment, and has to behave depending on the face of others."
video_0010_0007,这个混小子，让他别回来了，就住他舅舅的车场里，这个家呀容不下他。,"This bastard, tell him do not come back, just stay in his uncle's garage, this family can't accommodate him."
video_0010_0008,我一定不辜负你的期望，好好学习，好好努力，要考一个好的大学。,"I must live up to your expectations, study hard, work hard, and get into a good university."
video_0010_0009,"妈妈，其实我，我,我想你了。","Mom, actually I, I, I miss you."
video_0010_0010,这不是早上起来头脑清楚嘛，我就跑了个步，再做个听力。,"I have a clear mind in the morning, so I just have a run and do some listening."
video_0010_0011,年轻的时候，我就是想先把业立起来，踏踏实实地为老百姓做点事。,"When I was young, I just wanted to start my career and do something for the people."
video_0010_0012,哎，我跟你说那就是陈奇怪太弱了。,"Hey, tell you it's because Chen is too weak."
video_0010_0013,林磊儿，我表弟，学霸一枚,"Lin Leier, my cousin, Straight A student"
video_0010_0014,我希望你们都提起精神来给我好好考。,I hope you all raise the spirit and do well in the test.
video_0010_0015,50分一下就没了，你好歹写俩字啊,"50 point is gone, at least you can write a few words."
video_0010_0016,我们想接触接触洋洋的兴趣爱好，以后也好跟他沟通。,"We want to get in touch with yangyang's interests and hobbies, so that we can communicate with him in the future."
video_0010_0017,我觉得这个想法不错，提议也不赖。,"I think this idea is good, and the proposal is not bad."
video_0010_0018,我哪点搞不定了？她胡说什么呢？,I can't figure it out? What is she talking about?
video_0010_0019,没本事的人才这么干呢。,only talentless people do this.
video_0010_0020,无不无聊啊，你先保护好你自己吧。,"boring, you should protect yourself first."
video_0010_0021,你们这里有一大半的人都考不上一本。,More than half of you here can't pass the exam.
video_0010_0022,同学们在这，有同学们陪我，我肯定不走。,"The classmates are here, and there are classmates to accompany me, I will definitely not leave."
video_0010_0023,我吧，以前也是这个春风中学的老师。,Me? I used to be a teacher of this Chunfeng Middle School.
video_0010_0024,真的，你看你这个流氓样子。,you looks like a rogue.
video_0010_0025,能有毒吗，我能害我自己闺女吗,Can it be poisonous? can I hurt my own girl
video_0010_0026,脸都不要了，还要什么面子,"I am shameless already,so why should i be anxious to keep up appearances "
video_0010_0027,你俩是没决裂哈，还挺亲密，像两口子似的,"You two are not separated, but very close, like a couple"
video_0010_0028,周末有时间再来细说，成不成，我们明天还要考英语和理综呢,can we talk about this on weekend? I still have test tomorrow.
video_0010_0029,亲爱的，怎么跟外星人似的,"Honey, why do you behave like an alien?"
video_0010_0030,你也是闲的，还老跟人提问题，你说这女的不神经病吗？,"You are also idle, and always ask questions, isn't this woman an idiot?"
video_0010_0031,你以后别再给他买这些了，他都高三了，多耽误学习。,Don't buy him these anymore. He is in the third year of high school and he needs to study.
video_0010_0032,而且姐夫今天特意给我打一电话呢，说想了解一下杨杨的兴趣爱好。,And my brother-in-law called me specifically today to say that he wants to know Yang Yang's hobbies.
video_0010_0033,晚上要加一个晚自习，答答疑，明天还有一天呢。,"In the evening, we will add an evening self-study to ask and answer questions, there will be another day for school to tomorrow."
video_0010_0034,感情您这是带着筹码跟我谈判呢。,so you are negotiating with me with chips?
video_0010_0035,季胜利的儿子绝不允许进慢班。,My son will never be allowed to enter the second class !
video_0010_0036,你看他发挥多稳定啊，说明他心理素质特别好。,"You see how stable he is, which shows that his psychological quality is particularly good."
video_0010_0037,你们家磊儿真是学霸呀。,Your son Leir is really a good student.
video_0010_0038,你妈说来磊儿来了影响方一凡学习。,Your mother said that Leier will influence Fang Yifan to study.
video_0011_0001,不全是因为她身孕的缘故，她是难得的稳重。,"Not all because of her pregnancy, she is so stable."
video_0011_0002,是吗？那可太好了。,is it? That's great.
video_0011_0003,是正事，华妃失势难免不会东山再起。,"It's a matter of course, Huafei's loss but will inevitably come back."
video_0011_0004,皇上怕是也没心情见二位小主了。,I am afraid that the emperor do not want to see the two little masters.
video_0011_0005,儿臣与莞娘娘有缘。,I have a fate with Wan Niangniang.
video_0011_0006,从前小看了那个病歪歪的甄嬛，以后走着瞧吧,"I used to look down upon that Zhen Huan who was sick, but let's go and see."
video_0011_0007,与其心生敬佩，不如自己便是那样的人。,It is better to be such a person than to admire them.
video_0011_0008,会疼人的才是男子汉呢,man who cares for people is a true man.
video_0011_0009,我倒盼着是个公主，和温宜一样的可爱呢,"I wish she was a princess, as lovely as Wynne"
video_0011_0010,怎能送她这么贵重的东西。,How can she give her such a valuable thing.
video_0011_0011,今日之事一个人都不许说起，否则，我死无葬身之地,"No one is allowed to talk about today ’s events, otherwise, I will die without a burial place"
video_0011_0012,娘娘盛情，嫔妾自当从命,I will follow what you said.
video_0011_0013,那日竟然难产而死，只留下四阿哥,"That day, he died of dystocia, leaving only the king's forth son."
video_0011_0014,你随便一舞即可,You can just dance whatever you want.
video_0011_0015,不能得见故皇后之舞姿是臣妾之憾。,It is a pity that I can not see the dance of the old queen any more.
video_0011_0016,梅妃含情所著的楼东赋没有能使她再度得幸于唐玄宗，倒是华妃娘娘感动了皇上。,"The Lou Dongfu written by Mei Fei's affection did not make Tang Xuanzong love him again, but the Hua Fei empress moved the emperor."
video_0011_0017,我是怕这日子又要难过了。,I'm afraid days will be hard again.
video_0011_0018,叫我怎么甘心呢,How can I be reconciled?
video_0011_0019,端亲王有倨傲的本钱。,The Prince Duan has the capital to be proud of himself.
video_0011_0020,身为皇后，永远都不能有说厌烦的时候。,"As a queen, you can never say you are bored."
video_0011_0021,娘娘正当盛时，肯定还能再添一位阿哥,"The Queen is in her prime, she will definitely add another son for the king."
video_0011_0022,弘晖死的时候，外面也是这样的雨天,"When Honghui died, it was the same rainy day outside"
video_0011_0023,孩子长得快，一会就长大了。,The child grows up quickly.
video_0011_0024,我父亲下狱了,My father is in jail
video_0011_0025,好端端的，怎么会出这样的事呢？,"Every thing was good, How is this happening?"
video_0011_0026,怎么，贵人您是为了安答应的父亲求情来了。,"What's the matter, you came to plead for Ann's father."
video_0011_0027,您没看见皇上方才为这事发多大的脾气呢,You didn't see how much tantrum the emperor made for this matter
video_0011_0028,一去不知何时才能回来，要不先到偏殿等候吧。,"I don't know when he will be back, you can wait in the side hall first."
video_0011_0029,娘娘如此关怀，臣妾感同身受。,I can feel what you are feeling
video_0011_0030,想必是与皇后反其道而行之，想让皇上从严处置安比槐吧,It must be the queen's idea. she want the emperor to deal with Abihua strictly.
video_0011_0031,再亲自去向娘娘道谢吧,Go and thank the queen in person
video_0011_0032,小主，浣碧不是有意的。,"Little Master, Huanbi was not intentional."
video_0011_0033,天气炎热，公主吃不下，难免瘦了些。,The weather was so hot that the princess couldn't eat it.
video_0011_0034,这法子真是巧，皇上真真是有心了。,"This method is really great, the emperor is really intentional."
video_0011_0035,不小心说与了旁人听，而说者无心，听者有意。,"he accidentally speaking and listening to others, but the speaker is unintentional, the listener is intentional."
video_0012_0001,馆陶真棒,Guan Tao is awesome
video_0012_0002,娘娘，你要的药熬好了,"My Queen, the medicine you want is done"
video_0012_0003,带弟弟去午睡，母后要做事了,"Bring your younger brother to nap, i have things to do here."
video_0012_0004,本宫也算死得其所，求仁得仁,I can die well then
video_0012_0005,娘娘，不要,don't do that my queen.
video_0012_0006,为什么没有人禀报,Why no one reported
video_0012_0007,赶巧了，这大事就发生了,this big thing happened coincidentally
video_0012_0008,你敢说跟你没关系。,You dare say it has nothing to do with you.
video_0012_0009,此时此刻最重要的是世子的安危啊！,The most important thing at this moment is the safety of Shizi!
video_0012_0010,子冉，孤王对不起你,"Zi Ran, I'm sorry"
video_0012_0011,是你杀死了我的尊儿，你心里高兴，所以你哭不出来是不是,"You killed my Zun'er, you are happy, so you can't cry"
video_0012_0012,宫中一连发生两件丧事，臣妾哀伤至极,"There were two funerals in the palace, so i am very sad"
video_0012_0013,吕雉啊吕雉，你也不过如此，哈哈哈哈哈哈,"Lv Zhi, You're not as good as i thought,hahaha"
video_0012_0014,王后娘娘一人之下，还缺什么呢,"you are the queen, what else do you need?"
video_0012_0015,哀家如果饿死了不正好遂了你的意吗？,"If I starved to death, isn't that what you want?"
video_0012_0016,你别难过，馆陶会一直陪着你的,"Don't be sad, Guantao will always be with you"
video_0012_0017,今天在紫苏那里，本王差点就保不住你了。,"Today at the Zi Su, this king could hardly keep you."
video_0012_0018,她不见我，还不让我进去。,she wouldn't let me in.
video_0012_0019,到时候代王的伤痛也许就过去了。,"By that time, the injury of the king may have passed."
video_0012_0020,吕路他们弄的那个小皇帝进宫了吗,Did the little emperor that Lu Lu found enter the palace?
video_0012_0021,盯着就不出岔子了，一群蠢货。,there will be no trouble if you are staring? a bunch of idiots.
video_0012_0022,这不可能,This is impossible
video_0012_0023,想造哀家的反，你还差了点。,want to make a rebellion under my eyes? you're still too young.
video_0012_0024,恭喜侯爷，凯旋归来。,Congratulations to my Lord's return.
video_0012_0025,你没有想到，本侯爷也有今天吧,you did not expect that I have today's win?
video_0012_0026,你说我怎么就生了你这样一个笨女儿呢我。,Why did I gave birth to a stupid daughter like you?
video_0012_0027,我要做爹了。,I am going to be a dad.
video_0012_0028,我们现在有孩子了，不能再像以前那样得过且过。,"We have children now, and we can't live like we used to."
video_0012_0029,太皇太后没有杀我们，说明她老了心软了。,"The Empress did not kill us, indicating that she was old and soft-hearted."
video_0012_0030,我求你，我求你给我们吕家的子孙留一条活路,"I beg you, I beg you to leave a way for our family"
video_0012_0031,转眼间，我已经变成太后娘娘了,"In an instant, I have become a the queen's mother"
video_0012_0032,我真希望可以停在看你跳舞的那天晚上。,I really wish time could stop at the night I watched you dance.
video_0012_0033,也不知道这一走我们什么时候还能再见面,I don't know when we can meet again
video_0012_0034,总是希望武儿能够胜过他哥哥,I always hope that Wu'er can beat his brother
video_0012_0035,周亚夫虽然是个人才，但是多年没有带兵了。,"Although Zhou Yafu is a talented person, he has not led troops for many years."
video_0012_0036,皇上看奏折的时候不喜欢别人打扰，你以后最好少出现为妙。,"The emperor did not like other people to disturb when he is reading, so it is better for you to show up less often."
video_0012_0037,朕看奏折的时候不许打扰。,I don't want to disturb while reading!
video_0012_0038,你可别告诉我你不喜欢美女。,Don't tell me you don't like beautiful women.
video_0012_0039,太好了，你这么想就对了。,"Great, you are right to think so."
video_0012_0040,傻孩子，你胆子也太大了。,"Silly boy, you are too audacious."
video_0012_0041,回公主的话，还没有办好。,I haven't done it yet.
