name,chinese,english
sample_00000248,那什么叫警民共建呐？老许，觉悟有点低啊。,"What does ""police-civilian co-building"" mean? Old Xu, your awareness is a bit low."
sample_00006313,这么多啊。,That's a lot.
sample_00001681,不是，你跟他干什么呀你，你是想跟他谈哪。,"what？ what are you doing with him, you want to negotiate with him？"
sample_00004649,行，行，当我什么都没说，行吧？,"Alright, alright, when I haven't said anything, okay?"
sample_00001434,毕竟小樊家的难处和那个被撞的小孩家的难处是不一样的。,"After all, the difficulties faced by Xiao Fan's family are different from those of the family whose child was hit."
sample_00006444,你这意思是说，是我杀了沈维？,Are you implying that I killed Shen Wei?
sample_00000006,我好了，我不管您。,"I'm fine, I don't care about you."
sample_00004012,我当然是希望，朋友的身份。,"Of course, I hope to be in the status of a friend."
sample_00001563,合作我是认真的，既然你在这儿，不妨去参观一下。,"I'm serious about cooperation. Since you're here, why not take a tour?"
sample_00005082,你一直帮我。,You always help me.
sample_00006196,最后一次。可，可，可能就是他失踪的那个晚上。,"The last time. Maybe, maybe, it was the night he disappeared."
samplenew_00060390,你看人家晓朋混的，不飞则已一飞冲天哪。,"Look at how well Xiaopeng is doing, he's not just getting by, he's soaring high."
sample_00004824,然后冬天的军毯，在油灯底下看都还透光。,"Then, the winter military blanket, even under the oil lamp, is still translucent."
samplenew_00027318,不得已才在拳脚之下，忍辱悔婚，可他们越是这么对我，,"Only under duress did I endure humiliation and call off the marriage, but the more they treat me like this,"
sample_00004767,我明白，奶奶，我是一个直性子的人，有什么话我一定明着说。,"I understand, Grandma, I am a straightforward person, I will definitely speak my mind."
sample_00002545,你谁啊你，你法官哪？,"Who are you, are you a judge?"
sample_00001920,,
sample_00004462,跟这儿打这算盘呢？玩去吧你！,What kind of scheme are you plotting here? Go play somewhere else!
sample_00006724,因为我己经找到我人生中，恋爱的目标了，叶莎莎。,"Because I've already found the love of my life, Ye Shasha."
samplenew_00011064,究竟是我的福，还是我的孽？,"Is it my fortune, or is it my sin?"
sample_00003092,报复是吧，你报复所有人，你心里特安心，特别高兴。,"So it's revenge, right? You take revenge on everyone, and it makes you feel particularly at ease and extremely happy."
sample_00000718,你还对他补考报希望啊？,Do you still have hope for his makeup exam?
sample_00003848,嫂子，你对我的恩情，我一辈子都忘不了。,"Sister-in-law, I will never forget the kindness you have shown me in my lifetime."
samplenew_00029380,明世如，如鞅兄，您也出粗了您。,"Ming Shiru, like Yang brother, you have also become rough."
sample_00000396,"好啊，我跟你一起笑,。","Sure, I'll laugh with you."
sample_00004658,没有，关于婚礼的所有事。,"No, about all things related to the wedding."
sample_00000066,那我们的诉求现在基本一致，可以做个交易了。,"So our demands are basically aligned now, we can make a trade."
sample_00004050,我看啊，是没救了，你还是准备赔钱吧。,"I see, it's hopeless, you better prepare to pay up."
sample_00001441,调皮,Mischievous
sample_00000705,叔，你，别拿我当外人啊。,"Uncle, please don't treat me like an outsider."
samplenew_00046307,谁要是领这个畜生跳这花鼓灯,Who is going to lead this beast to dance the Huagu Lantern?
sample_00001078,这个生意是怎么才能做大啊？,How can this business be expanded?
sample_00002320,老袁哪，你今天给我一句痛快话，这个婚到底是结还是不结？,"Old Yuan, give me a straight answer today, are we getting married or not?"
samplenew_00059757,孜孜尽责，上为父皇分忧，下为臣民表率，这才是真正的爱护他。,"Diligently fulfilling duties, sharing the worries of the emperor as a father above, and setting an example for the subjects below, this is the true love for him."
sample_00003170,二十二岁这一天，我的人生闯进了不少人。,"On the day I turned twenty-two, my life encountered many people."
sample_00004815,我的病真的好了。,my illness is really cured.
sample_00001762,帐头不高兴，我就不高兴。我不高兴了，你马上给我滚。,"If Zhangtou is not happy, I will be unhappy. If I'm not happy, get out of here right away."
sample_00004517,我想问下咱们这老板，怎么，总也见不着人呢？,"I would like to ask, why can't we ever seem to see our boss?"
samplenew_00052940,因为人的心，会变得越来越硬。,Because the human heart can become increasingly hardened.
sample_00004424,我跟你一样，过去在山上也当过道士。,"I was like you, I used to be a Taoist monk on the mountain."
sample_00002732,大家好，我是何静，江湖人称何静。,"Hello everyone, I am He Jing, also known as He Jing in the Jianghu."
sample_00002006,可你现在告诉我，我妹在哪儿啊？,"But can you tell me now, where is my sister?"
sample_00004033,唾沫全往你一个人身上喷，会把人喷死的。,Spitting all the saliva on you alone will kill you.
sample_00001374,你一定要帮我保密啊，我怀疑不是我自己走丢的。,"You must keep this a secret for me, I suspect I didn't get lost on my own."
sample_00005688,安迪姐，我也到家，那个应勤开车就是不一样。,"Andy, I'm home too. That Yingqin is really different when it comes to driving."
sample_00005241,广告出去半天了，客户连一个电话都没接到。,"The advertisement has been out for half a day, and the client hasn't received a single phone call."
sample_00006375,,
sample_00002748,你也不用跟单位请假，每天端着汤汤水水地跑过来，太麻烦了。,"You don't have to take leave from your work to come here with meals every day, it's too much trouble."
samplenew_00049888,最后一天了，藏着的话不说，就没机会了。,"It's the last day, if you don't speak up about what you've been hiding, you'll lose the chance."
sample_00002754,我一直在你床边拉着你的手，你给我说笑话。,"I've been by your bedside, holding your hand, while you tell me jokes."
sample_00002244,如果没有一种信念，我怎么能熬的过来？,How could I have made it through without a belief?
samplenew_00028808,把你的想法说出来，说师父的名声不重要，你安欣的想法最重要，你说。,"Express your thoughts, say that the reputation of the master is not important, your thoughts, Anxin, are the most important. You speak."
sample_00003266,妈妈,Mom
sample_00002168,写材料，费眼睛。,Writing materials is a strain on the eyes.
samplenew_00013666,上次我那小队长就是他给我撤的，我长大了我跟他没完。,"Last time it was him who dismissed me from my squad leader position, I won't let it go now that I've grown up."
sample_00004005,,
sample_00002886,不是，不是，我是看你们这儿招聘。,"No, no, I'm here to look at your job postings."
sample_00004600,,
sample_00006765,妈，刚刚那套护肤品，是别人送给我的，不花钱，我自己家里多的是，所以我才拿来送您的。,"Mom, the skincare set I just gave you was a gift from someone else. It didn't cost me anything. I have plenty at home, so I thought I'd give it to you."
sample_00006502,想不想，每天都有口饱饭吃？,Do you want to have a full meal every day?
sample_00003940,好好好，我知道了，我明天晚上来。苏梅，你别动不动就拿不离婚来威胁我，你有意思吗你？,"Okay, okay, I got it, I'll come tomorrow night. Sumei, stop threatening me with divorce all the time, do you find it amusing?"
samplenew_00019650,不说这些，快点好起来。,"Stop talking about these, get better soon."
sample_00003552,那你想好你要做什么了吗？,Have you figured out what you want to do?
sample_00003634,唉你，这，这都说什么呢你在这儿？,"Oh you, what are you even saying here?"
sample_00006236,智博呢，我怎么看不见他。,Where is Zhibo? Why can't I see him?
sample_00004546,,
sample_00004527,在家等吃等喝的。,Waiting at home for food and drinks.
sample_00004128,我们两家有特别的关系，他们也不会说什么了。,"We have a special relationship with their family, they won't say anything anymore."
sample_00006591,,
sample_00006569,周末我应该有时间，就周末那两天就可以来回吗？,"I should be free on the weekend, so can I come and go over those two days of the weekend?"
sample_00005798,我就记得有一次，就对我冲击特别大，就本来我确实是皮肤挺好的,"I just remember this one time, it had a particularly big impact on me, because I indeed had pretty good skin."
sample_00002445,妈妈特别想，知道你这那么多年中，是什么样的状况，你有没有照片啊？,"Mom really wants to know, what has been your situation over these many years, do you have any photos?"
sample_00003694,美女，能不能在你家借宿一晚？,"Beautiful lady, can I stay at your place for one night?"
sample_00002803,,
sample_00003353,我没有折磨自己，他妈今天来公司折磨我，非要跟我大吵大闹，非要跟我大干一架。,"I didn't torment myself, but my mother came to the company to torment me today. She insisted on making a big fuss and having a big fight with me."
sample_00004245,我告诉你，老二，咱们能活到今天靠的是什么。,"Let me tell you, buddy, what did we rely on to survive to this day."
sample_00000309,我一个失业的人，你这么故意刁难我，你很开心吗？,"As an unemployed person, do you enjoy deliberately making things difficult for me?"
sample_00001060,你说什么？你说我不让嘉嘉去上学，是嘉嘉自己不想去上学，不要冤枉我。,"What did you say? You said I didn't let Jiajia go to school, it's Jiajia herself who didn't want to go to school, don't wrong me."
sample_00001523,什么意思啊？你们是不是都不愿意我和程俊去竞争当住院总啊。,What do you mean? Are you all unwilling for me and Cheng Jun to compete for the position of chief resident?
sample_00003520,大喜日子，我们几个去不太合适。,"It's a big happy day, it may not be appropriate for us to go."
sample_00002276,再说了，我又不是她儿媳妇，关她什么事啊？今天还泼我一身的水，这口气我忍不了，忍不了。,"Besides, I'm not her daughter-in-law, what does it have to do with her? She even splashed water on me today, I can't stand it, I can't stand it."
samplenew_00029269,二郎，那东西，金锁，我给典卖了。,"Erlang, that thing, the gold lock, I have pawned it."
sample_00000680,昨晚，都忘了好好谢谢你。,"Last night, I forgot to properly thank you."
sample_00003483,好一定一定，你也得保重啊。,"Alright, definitely, you also need to take care of yourself."
sample_00006351,我好不容易才从孤儿院里逃出来，他还不认我。,"I finally escaped from the orphanage, but he still doesn't recognize me."
sample_00000727,对不起，我对不起您，对不起大强，对不起方登和方达。,"Sorry, I'm sorry, I apologize to you, to Daqiang, to Fang Deng and Fang Da."
sample_00000625,是不是白血病？,Is it leukemia?
samplenew_00010893,再慢也不会延迟十五日那么久，分明是你好酒误事，酒气都扑到我这儿来了。,"Even at the slowest, it wouldn't be delayed for as long as fifteen days. It's clear that your fondness for alcohol is causing problems, I can even smell the alcohol from here."
sample_00006963,那你还担心什么呀？你跟大夫说，我谢谢他，今天他可紧张了，对我挺好的。,"What are you still worried about? Tell the doctor for me, I thank him, he was very nervous today, he was very good to me."
sample_00000870,沈青川，回美国了。,Shen Qingchuan has returned to the United States.
sample_00000160,我妈也是东北人。,My mom is also from the Northeast.
samplenew_00027237,你这混小子，成何体统？这样的话，你也说得出来。,"You little rascal, what kind of behavior is this? How could you say such a thing?"
samplenew_00004743,在我的认知里，爱情，应该是两个人的事情啊。,"In my understanding, love should be a matter between two people."
sample_00006010,你以为我跟你开玩笑呢，我是找你来讨债的。,"You think I'm joking with you, but I'm here to collect a debt."
sample_00003680,他一海归画家，你让他直接买一套。,"He is a returned overseas artist, you ask him to buy a set directly."
sample_00005354,这眼看就成一家人了，见个面，怎么了？,"We're practically family now, what's wrong with meeting up?"
sample_00004163,哼！这就是你帮助我发展事业的交换条件，对吗？,Huh! Is this the condition you offer to help me develop my career?
sample_00005785,才吼出这么不沾边际的话。,Only then did he blurt out such an irrelevant remark.
samplenew_00001468,团长你可要三思啊，这可是牵一发动全身呐。,"Captain, you must think twice about this, it's a move that could affect everything."
samplenew_00018649,我生病了，我真的生病了，我起不来。,"I'm sick, I'm really sick, I can't get up."
sample_00003884,来不及也得去啊，你又不是不知道，像这种项目。,"We have to go even if we're running late, you know that, especially for projects like this."
sample_00001697,啊。,Ah.
sample_00004265,我们在那个，在开车回去路上呢。,"We are on the way back, driving from there."
sample_00006367,看看颜色是不是一样。,Check if the colors are the same.
sample_00004982,这日子还算凑合着能过,This day is still passable.
sample_00005003,就是我男朋友。,He is my boyfriend.
sample_00004288,那，那你们再等我一会儿啊，我再打几个电话问问情况，回头给你消息好吗。,"Well, could you please wait for me a little longer? I need to make a few more calls to inquire about the situation. I'll get back to you with updates, okay?"
sample_00004789,你能不能别拿你自己低级的人生观和价值观去想别人啊？我觉得你这种想法特别特别地恶心。,Can you please stop projecting your low-level worldview and values onto others? I find your way of thinking extremely disgusting.
sample_00003236,他性子急，这也是因为，他骨子里有爱憎分明的性格。,"He is impatient, which is also because he has a clear-cut character of love and hate in his bones."
sample_00001534,不是，谁不知道你跟你师父是一个鼻孔出气的啊。,"No, who doesn't know that you and your master are as close as two peas in a pod?"
samplenew_00064648,他为这家做了什么？凭什么，凭什么他看我做的什么事情不顺眼，就来指责我。,"What has he done for this family? On what grounds, on what grounds does he criticize me just because he doesn't like what I'm doing?"
sample_00000716,所以吧啦就是天下第一号傻瓜，对吗？,"So Bala is the number one idiot in the world, right?"
sample_00005112,我们相处一年多了。,We have been together for over a year.
sample_00003453,我以为你会被她感动到，就答应了。,I thought you would be moved by her and agree.
sample_00003994,你来就是跟我说这些的吗？,Are you here just to tell me these things?
sample_00000958,也是最懂我的那个人。,He knew me better than anyone.
samplenew_00004297,乔公，且慢。,"Lord Qiao, please slow down."
samplenew_00061623,他叫古风铃，矛盾和痛苦就在这里。,"His name is Gu Fengling, where contradictions and pain reside."
sample_00005189,我有证据，你看，这是你和我妈的照片。,"I have evidence, look, this is a photo of you and my mom."
samplenew_00014869,天底下还有朕想见而见不得的人吗？,"Is there anyone in the world that I, the emperor, wish to see but cannot?"
sample_00001415,不好意思啊，我一直都不知道该怎么感谢你。,"I'm sorry, I've always been unsure how to thank you."
sample_00001439,先别管什么传闻不传闻的，就算是大海捞针，我们也要捞出一个有价值的线索。,"Let's not worry about rumors for now. Even if it's like finding a needle in a haystack, we must find a valuable clue."
sample_00001750,不是白血病？,Is it not leukemia?
samplenew_00028495,恐怕不行，把他带去酒店，他看到赵伯伯的寿宴，那他得当场气炸了。,"I'm afraid it won't work. If we take him to the hotel and he sees Uncle Zhao's birthday banquet, he would be furious on the spot."
samplenew_00008756,陈哥，这都拍结婚照用的。,"Brother Chen, these are all used for taking wedding photos."
sample_00002805,在这个世界上，血缘是最难以割舍的。,"In this world, blood ties are the hardest to sever."
samplenew_00049532,你跟着润叶叫二妈，那不早晚的事吗？快进去啊。,"You follow Runye and call her Auntie, isn't that a matter of time? Hurry up and go in."
sample_00001150,像老太太这种情况，最终还是得交给专业的医疗人员看护。,"In cases like the old lady's, it ultimately needs to be left to the care of professional medical personnel."
sample_00002170,你介意不介意跟他们一桌？他们携家带口,Would you mind sharing a table with them? They are bringing their whole family.
sample_00001707,九九年，他第一次抢劫就失手把人杀了。当时他怕的要死，不知怎么就想出个替生的办法，让你们永远也找不到他，结果，他把你们都骗了，可自己永远也回不来了。,"In 1999, he killed someone during his first robbery. He was terrified at the time and somehow came up with a plan to fake his own death, so you would never find him. As a result, he fooled all of you, but he could never return."
sample_00006118,这样可以留住老员工，又可以吸引新员工。,This can retain old employees and attract new ones.
sample_00001082,不是骗，就是给自己一个方便。,"It's not a scam, it's just making things easier for oneself."
